,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Release_Date,Genres,Release Year
29781,0.8,3,0,2,0,2,0,"May 12, 2014","[""'Adventure'"", ""'Indie'""]",2014
29782,3.2,1,0,15,0,9,2,"Jul 18, 2017","[""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2017
29783,3.0,5,0,4,0,6,2,"Jan 01, 1994",[],1994
29784,3.2,2,0,0,0,1,0,"Jan 06, 2014","[""'Quiz/Trivia'""]",2014
29785,3.2,3,0,0,0,2,0,TBD,[],2024
29786,3.2,3,0,0,0,0,0,TBD,[],2024
29787,3.2,0,0,1,1,0,0,TBD,[],2024
29788,3.2,7,0,2,3,2,0,"Nov 28, 2014","[""'Indie'"", ""'RPG'""]",2014
29789,3.2,0,0,1,2,0,0,TBD,"[""'Adventure'""]",2024
29790,2.5,25,0,25,11,30,3,"Jul 11, 2018","[""'Indie'"", ""'Visual Novel'""]",2018
29791,2.8,8,0,8,1,7,0,"Jul 16, 2020","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",2020
29792,3.2,5,0,0,0,0,1,"Nov 30, 1997","[""'Card & Board Game'"", ""'Strategy'""]",1997
29793,3.2,6,0,7,1,1,0,"Dec 01, 2011","[""'Arcade'"", ""'Shooter'""]",2011
29794,2.0,5,0,0,0,2,0,TBD,[],2024
29795,3.2,1,0,0,0,1,0,"Oct 27, 2009","[""'Simulator'""]",2009
29796,3.2,2,0,1,0,1,1,TBD,"[""'Adventure'""]",2024
29797,1.3,6,0,0,0,0,0,"Sep 28, 2012","[""'Sport'""]",2012
29798,3.2,0,1,2,0,5,0,"Mar 07, 2010","[""'Adventure'""]",2010
29799,3.2,9,1,15,4,9,1,"Jul 22, 2020","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2020
29800,3.2,2,0,0,1,1,0,"Dec 31, 1997","[""'Racing'""]",1997
29801,2.8,4,0,3,2,1,0,"Feb 27, 2018","[""'Adventure'""]",2018
29802,3.2,2,0,3,1,1,0,"Sep 01, 1998","[""'Shooter'""]",1998
29803,3.5,50,8,31,34,11,9,"Jun 01, 2021","[""'Indie'"", ""'RPG'"", ""'Simulator'"", ""'Strategy'""]",2021
29804,3.2,0,0,1,1,0,0,"Aug 22, 2019","[""'Arcade'""]",2019
29805,3.2,3,1,4,12,5,2,"Mar 25, 2021","[""'Adventure'""]",2021
29806,3.2,2,0,2,2,0,0,TBD,"[""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2024
29807,3.3,4,1,3,6,7,0,"Jan 08, 2021","[""'Brawler'""]",2021
29808,3.2,1,0,0,2,3,0,"Apr 26, 2021","[""'Indie'"", ""'Simulator'""]",2021
29809,3.2,0,0,1,1,0,0,"Mar 06, 2018","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2018
29810,3.2,1,0,2,1,0,0,"Mar 23, 2012","[""'Fighting'"", ""'Visual Novel'""]",2012
29811,3.2,1,0,0,0,0,1,"Oct 07, 2022","[""'RPG'""]",2022
29812,2.6,9,0,2,0,11,3,"Jun 26, 2022","[""'Indie'""]",2022
29813,3.2,1,0,0,0,3,1,"Apr 01, 2017","[""'Adventure'"", ""'Simulator'""]",2017
29814,3.2,1,0,0,0,5,1,"Jul 30, 2020","[""'Shooter'""]",2020
29815,3.4,7,0,1,6,0,0,"Feb 23, 2018",[],2018
29816,3.2,1,0,2,0,1,0,"Dec 31, 1987","[""'Arcade'"", ""'Platform'""]",1987
29817,3.2,1,0,1,1,0,0,TBD,[],2024
29818,3.2,2,0,0,0,1,0,"Jul 30, 2003","[""'Strategy'""]",2003
29819,3.2,1,0,4,3,5,0,"Mar 30, 1990","[""'RPG'""]",1990
29820,3.1,18,0,0,1,2,2,"Dec 10, 2010","[""'Sport'""]",2010
29821,3.2,0,0,1,1,0,0,"Apr 27, 2017",[],2017
29822,3.0,13,0,0,1,2,1,"Dec 31, 2015","[""'Adventure'""]",2015
29823,3.2,1,0,0,0,2,0,"Dec 27, 2003","[""'Adventure'"", ""'Indie'""]",2003
29824,3.2,4,0,3,5,2,0,"Nov 10, 2019","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2019
29825,3.2,2,0,1,0,0,0,TBD,[],2024
29826,3.0,15,2,2,0,2,6,"May 04, 2018","[""'Indie'""]",2018
29827,3.2,2,2,3,2,0,0,"Jun 04, 2021","[""'Indie'"", ""'RPG'""]",2021
29828,3.2,5,1,4,9,8,0,"May 03, 2023","[""'Indie'"", ""'RPG'"", ""'Simulator'""]",2023
29829,3.2,0,0,1,0,0,0,"Nov 26, 2015","[""'Adventure'"", ""'Visual Novel'""]",2015
29830,3.2,2,2,3,0,0,0,"Mar 15, 2022","[""'Indie'"", ""'Strategy'""]",2022
29831,3.2,2,0,3,1,4,0,"Feb 23, 1996","[""'Shooter'""]",1996
29832,3.0,15,0,3,1,2,0,"May 21, 1992","[""'Shooter'""]",1992
29833,3.2,0,0,1,0,0,0,"Feb 26, 2003","[""'Simulator'""]",2003
29834,2.8,31,0,2,7,3,1,"Jul 28, 2022","[""'Adventure'"", ""'RPG'"", ""'Simulator'""]",2022
29835,3.6,60,2,53,29,27,4,"Nov 28, 2014","[""'Adventure'"", ""'Indie'""]",2014
29836,3.2,1,0,0,0,0,1,"Feb 01, 1997","[""'Adventure'""]",1997
29837,3.2,4,0,2,2,3,1,"Jan 31, 2021","[""'Adventure'""]",2021
29838,3.2,0,0,0,0,5,0,TBD,[],2024
29839,3.2,4,1,10,4,6,0,"Apr 15, 1989","[""'RPG'""]",1989
29840,4.2,7,1,0,0,0,0,TBD,"[""'Arcade'"", ""'Shooter'""]",2024
29841,2.4,6,0,1,1,2,0,"Aug 26, 2005","[""'Adventure'""]",2005
29842,3.9,14,0,12,11,9,1,"Jan 01, 2003",[],2003
29843,3.2,1,0,4,1,0,0,"Aug 25, 2017","[""'Shooter'""]",2017
29844,3.7,36,0,11,0,8,3,"Aug 27, 2006","[""'Puzzle'""]",2006
29845,3.2,1,0,0,0,0,1,"Mar 17, 2022","[""'Adventure'"", ""'Indie'""]",2022
29846,3.2,2,0,7,3,1,0,"Oct 09, 2016","[""'Adventure'""]",2016
29847,2.5,5,0,4,1,2,0,"Jan 16, 2020","[""'Adventure'"", ""'Card & Board Game'"", ""'Indie'"", ""'RPG'"", ""'Strategy'""]",2020
29848,3.2,0,0,12,0,7,0,"Oct 10, 2019","[""'Adventure'"", ""'RPG'"", ""'Simulator'""]",2019
29849,2.5,265,4,61,39,50,9,"Apr 27, 2004","[""'Shooter'""]",2004
29850,0.9,151,0,5,7,12,15,"Oct 08, 2012","[""'Adventure'"", ""'Real Time Strategy'""]",2012
29851,2.5,21,1,1,0,3,5,"Sep 14, 2018","[""'Card & Board Game'""]",2018
29852,3.2,1,0,0,0,2,0,"Dec 31, 1988","[""'Shooter'""]",1988
29853,3.2,1,0,0,0,0,0,"May 02, 2019",[],2019
29854,3.2,1,0,0,0,0,0,"Jan 31, 2019","[""'Indie'"", ""'Strategy'""]",2019
29855,3.3,3,0,16,14,13,1,"Dec 07, 2000","[""'Adventure'""]",2000
29856,1.1,11,0,3,3,6,3,"Mar 05, 2013","[""'Brawler'""]",2013
29857,2.7,19,1,7,4,13,0,"Feb 08, 2011","[""'Platform'"", ""'Puzzle'"", ""'Strategy'""]",2011
29858,3.2,1,0,12,21,17,0,"May 09, 1997","[""'RPG'""]",1997
29859,3.2,3,0,12,14,10,1,"Mar 26, 1998","[""'Visual Novel'""]",1998
29860,3.2,4,0,13,0,10,1,"Jun 02, 2020",[],2020
29861,3.2,4,0,8,1,3,0,"Jan 02, 1992","[""'Adventure'"", ""'RPG'""]",1992
29862,3.2,0,0,0,1,0,0,"May 11, 2018","[""'Indie'"", ""'Simulator'"", ""'Sport'""]",2018
29863,3.2,0,0,0,1,0,0,"Jul 05, 2016","[""'Indie'"", ""'Platform'""]",2016
29864,3.2,2,0,0,0,0,0,"Feb 01, 1990","[""'Fighting'"", ""'Sport'""]",1990
29865,2.9,13,0,9,4,7,1,"Feb 01, 1995","[""'Platform'"", ""'Shooter'""]",1995
29866,2.7,37,0,4,3,5,6,"Sep 22, 2008","[""'Adventure'""]",2008
29867,2.7,13,0,3,0,2,0,"Jul 08, 2009",[],2009
29868,3.2,0,0,1,0,0,0,"Aug 22, 2017","[""'Racing'"", ""'Simulator'""]",2017
29869,3.2,1,0,0,0,0,0,TBD,[],2024
29870,3.2,3,0,1,0,0,0,"Sep 28, 2015","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2015
29871,3.2,1,0,0,0,0,0,"Oct 23, 2014","[""'Strategy'""]",2014
29872,3.6,17,1,11,50,18,2,"Mar 09, 2023","[""'Adventure'"", ""'Indie'"", ""'Music'"", ""'Puzzle'""]",2023
29873,3.2,1,0,0,1,0,0,TBD,"[""'Indie'"", ""'Simulator'""]",2024
29874,3.2,1,0,0,4,6,0,"Dec 05, 2002","[""'Shooter'""]",2002
29875,3.2,3,1,3,2,1,0,"Oct 04, 2017","[""'RPG'""]",2017
29876,3.3,34,0,19,12,9,2,"Sep 04, 2003",[],2003
29877,3.2,1,0,0,0,0,0,TBD,"[""'Simulator'"", ""'Sport'""]",2024
29878,3.2,1,0,0,0,0,0,TBD,"[""'Adventure'"", ""'Point-and-Click'""]",2024
29879,3.2,3,0,1,0,2,1,TBD,"[""'Puzzle'""]",2024
29880,1.3,7,0,0,0,6,2,"May 29, 2019","[""'Arcade'"", ""'Indie'"", ""'Shooter'""]",2019
29881,3.2,2,0,0,0,0,0,"Oct 02, 2013","[""'Indie'""]",2013
29882,3.2,1,0,0,0,0,0,TBD,[],2024
29883,3.1,28,0,20,13,7,2,"Jan 17, 2015",[],2015
29884,3.2,2,0,1,1,2,1,"Jul 14, 2008",[],2008
29885,3.8,108,0,10,4,13,6,"Sep 01, 2005","[""'Platform'"", ""'Shooter'""]",2005
29886,2.6,81,1,2,3,7,6,"Feb 16, 2011",[],2011
29887,3.0,6,0,4,3,9,0,"Aug 21, 2019","[""'Platform'""]",2019
29888,3.3,16,0,5,4,3,0,"Jan 01, 2002","[""'Racing'"", ""'Simulator'""]",2002
29889,4.1,133,16,24,10,15,21,"Jan 05, 2017","[""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2017
29890,3.1,13,-1,32,3,19,2,"Oct 14, 2019","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'""]",2019
29891,2.1,197,5,3,3,4,4,"Jan 17, 2013","[""'RPG'""]",2013
29892,3.2,1,0,0,1,1,0,TBD,[],2024
29893,1.5,11,0,3,5,4,0,"Sep 21, 2017","[""'RPG'"", ""'Simulator'"", ""'Turn Based Strategy'""]",2017
29894,2.4,14,0,1,4,8,3,"Apr 01, 2019","[""'Indie'"", ""'Simulator'""]",2019
29895,3.2,10,0,0,2,1,0,"Nov 26, 2013","[""'Adventure'"", ""'Puzzle'""]",2013
29896,3.2,0,0,0,3,0,0,"Feb 15, 2017","[""'Adventure'"", ""'Indie'"", ""'Strategy'""]",2017
29897,3.2,1,0,2,2,5,0,"Dec 20, 1996","[""'Adventure'""]",1996
29898,3.2,2,0,8,3,5,0,"Jun 05, 2019","[""'Adventure'"", ""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2019
29899,3.2,0,0,1,0,0,0,"Apr 09, 2019","[""'Adventure'"", ""'Indie'""]",2019
29900,3.3,33,2,23,15,9,3,"Jun 24, 2015","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2015
29901,2.2,317,5,135,37,62,18,"Jan 19, 2010","[""'Adventure'"", ""'Shooter'"", ""'Simulator'""]",2010
29902,3.6,82,0,5,3,11,2,"Dec 13, 2011","[""'Shooter'""]",2011
29903,3.4,41,1,63,52,50,2,"Dec 22, 2004","[""'Shooter'""]",2004
29904,2.3,203,2,46,34,31,11,"Mar 24, 2009","[""'Adventure'"", ""'Racing'"", ""'Shooter'""]",2009
29905,2.6,21,0,121,6,41,2,"Aug 23, 2019","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2019
29906,1.4,27,0,10,6,13,2,"Jul 31, 1998","[""'Puzzle'"", ""'Shooter'""]",1998
29907,4.7,3,1,5,14,7,0,"May 05, 1996","[""'Brawler'"", ""'Platform'""]",1996
29908,3.1,16,1,28,4,4,1,"Jan 17, 2017","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2017
29909,3.6,24,1,36,25,10,6,"Jun 04, 1998","[""'RPG'""]",1998
29910,2.9,44,0,32,8,11,0,"Aug 30, 2011","[""'Adventure'"", ""'RPG'""]",2011
29911,3.6,9,1,4,0,2,0,"Dec 09, 2016","[""'Visual Novel'""]",2016
29912,2.0,19,0,14,0,13,0,"Mar 18, 2020","[""'Arcade'"", ""'Fighting'"", ""'Indie'"", ""'Sport'""]",2020
29913,2.5,8,0,9,3,4,0,"May 04, 2008",[],2008
29914,3.2,7,1,15,13,4,0,"Jul 11, 2020","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Tactical'""]",2020
29915,3.0,74,0,20,4,23,4,"Dec 31, 1990","[""'Platform'""]",1990
29916,2.8,8,0,5,0,0,0,"May 27, 2009","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2009
29917,3.9,6,0,11,3,11,1,"Dec 06, 2016","[""'Simulator'"", ""'Strategy'""]",2016
29918,4.0,41,2,40,23,16,3,"Aug 31, 2007","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2007
29919,3.7,11,0,1,0,0,0,"Jan 01, 1994",[],1994
29920,3.2,3,0,8,12,6,0,"Apr 02, 1998","[""'Shooter'""]",1998
29921,1.2,3,0,2,1,2,0,"Apr 28, 2006","[""'Shooter'""]",2006
29922,0.9,8,0,1,0,1,0,"May 30, 2018","[""'Adventure'"", ""'Indie'""]",2018
29923,2.3,47,1,23,14,5,8,"Jan 17, 2019","[""'Adventure'"", ""'Indie'"", ""'Puzzle'"", ""'Visual Novel'""]",2019
29924,2.7,11,0,1,0,0,0,TBD,[],2024
29925,2.2,9,0,3,0,1,1,"May 25, 2016","[""'Adventure'"", ""'Card & Board Game'"", ""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2016
29926,2.2,23,1,30,12,11,0,"Feb 03, 2011","[""'RPG'""]",2011
29927,3.5,15,0,0,1,5,0,"Jun 22, 2010","[""'Adventure'"", ""'Shooter'""]",2010
29928,3.4,137,4,134,113,48,18,"Jul 10, 2020","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2020
29929,3.4,183,1,9,8,18,15,"Dec 14, 2005","[""'Adventure'"", ""'Platform'"", ""'Racing'""]",2005
29930,3.5,67,1,46,18,28,6,"Apr 20, 2017","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2017
29931,3.2,54,0,28,9,27,7,"Jan 01, 1994","[""'Shooter'""]",1994
29932,3.5,72,16,113,83,25,5,"Sep 05, 2016","[""'RPG'"", ""'Simulator'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2016
29933,2.8,9,0,58,2,14,0,"Oct 01, 2015","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",2015
29934,3.2,2,0,24,1,9,0,"Nov 08, 2016","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2016
29935,3.6,36,0,20,13,20,1,"Jun 26, 2008","[""'Music'""]",2008
29936,2.4,40,0,5,3,10,1,"Dec 31, 1979","[""'Arcade'"", ""'Pinball'"", ""'Simulator'""]",1979
29937,3.0,22,0,13,10,4,2,"Jan 16, 2017","[""'Adventure'"", ""'Arcade'"", ""'Brawler'"", ""'Fighting'"", ""'Indie'"", ""'RPG'""]",2017
29938,3.3,12,1,5,7,5,0,"Jun 27, 2016","[""'Adventure'""]",2016
29939,2.7,6,0,0,0,2,0,"Nov 27, 1998","[""'Sport'""]",1998
29940,2.5,20,0,16,1,8,1,"Aug 02, 2017","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2017
29941,2.8,82,1,11,9,27,5,"Oct 29, 1999","[""'Arcade'"", ""'Sport'""]",1999
29942,3.2,147,0,20,11,26,6,"Aug 27, 2001","[""'Racing'"", ""'Sport'""]",2001
29943,3.8,67,3,143,66,58,4,"Jul 30, 1998","[""'RPG'"", ""'Strategy'""]",1998
29944,2.4,52,0,57,4,37,7,"Apr 13, 2017","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2017
29945,3.2,2,0,1,0,3,0,"Nov 25, 2014","[""'Shooter'""]",2014
29946,3.2,1,0,0,0,1,0,"Jul 15, 2010","[""'Simulator'""]",2010
29947,3.2,0,0,0,0,0,0,TBD,"[""'Puzzle'""]",2024
29948,3.2,0,0,0,0,0,0,"Mar 13, 2018","[""'Indie'""]",2018
29949,3.2,0,0,0,0,0,0,"Jul 08, 2020","[""'Adventure'"", ""'Indie'""]",2020
29950,2.3,3,0,3,2,1,0,"Sep 30, 2011","[""'Music'"", ""'Visual Novel'""]",2011
29951,3.2,0,0,0,0,0,0,TBD,[],2024
29952,3.2,5,1,4,3,7,0,"Apr 03, 1999",[],1999
29953,3.2,2,0,1,0,0,0,"Oct 05, 2020","[""'Indie'""]",2020
29954,3.2,2,1,2,5,1,0,"Aug 16, 2022","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2022
29955,3.2,2,0,1,0,0,0,"Jun 22, 2021",[],2021
29956,3.2,1,0,2,0,4,0,"Jan 31, 2021","[""'Indie'"", ""'Visual Novel'""]",2021
29957,3.2,2,0,0,0,2,0,"Dec 15, 2013","[""'Adventure'""]",2013
29958,3.2,1,0,5,42,11,0,"Jun 30, 2023","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2023
29959,3.2,1,0,0,0,1,0,"Dec 31, 1992","[""'Card & Board Game'""]",1992
29960,4.2,6,0,0,0,0,0,"Sep 20, 2022","[""'Simulator'"", ""'Strategy'""]",2022
29961,3.2,0,0,0,0,1,0,"Sep 15, 2022","[""'Platform'""]",2022
29962,3.2,0,0,0,0,0,0,"Aug 04, 2016","[""'Indie'"", ""'RPG'""]",2016
29963,3.2,3,0,1,0,0,0,"Jul 04, 2010","[""'Arcade'"", ""'Indie'""]",2010
29964,3.2,0,0,1,0,0,0,"Sep 05, 2015","[""'Indie'""]",2015
29965,3.2,1,0,0,0,0,0,"Apr 30, 2017",[],2017
29966,3.2,0,0,0,0,0,0,"Oct 25, 2016","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2016
29967,3.2,1,0,1,0,0,0,"Dec 18, 2015","[""'Adventure'"", ""'RPG'""]",2015
29968,3.2,0,0,0,0,1,0,"May 20, 1994","[""'Adventure'""]",1994
29969,3.2,9,0,1,2,6,1,"Feb 01, 1992","[""'Fighting'""]",1992
29970,3.1,50,0,3,5,6,3,"Oct 13, 2004",[],2004
29971,3.2,0,0,0,0,0,0,TBD,"[""'Puzzle'""]",2024
29972,3.2,0,0,0,0,1,0,TBD,[],2024
29973,3.2,2,0,0,0,1,0,TBD,"[""'Platform'"", ""'Racing'""]",2024
29974,3.2,0,0,0,0,0,0,TBD,[],2024
29975,3.2,0,0,0,0,0,0,TBD,[],2024
29976,3.2,1,0,0,0,0,0,"Dec 31, 1985","[""'Sport'""]",1985
29977,3.2,0,0,2,0,2,0,"Aug 20, 1993","[""'Arcade'"", ""'Shooter'""]",1993
29978,3.2,0,0,0,0,0,0,TBD,[],2024
29979,3.2,0,0,0,0,1,0,TBD,[],2024
29980,3.2,0,0,0,0,0,0,"Sep 22, 2018","[""'Adventure'"", ""'Indie'"", ""'Racing'"", ""'RPG'"", ""'Simulator'"", ""'Sport'"", ""'Strategy'""]",2018
29981,3.2,1,0,1,0,0,0,"Jun 14, 2016","[""'Simulator'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2016
29982,3.2,1,0,0,0,0,0,TBD,[],2024
29983,3.2,1,0,0,0,0,0,"Dec 31, 1992",[],1992
29984,3.2,2,0,0,0,0,0,"Feb 01, 1979","[""'Arcade'"", ""'Puzzle'"", ""'Shooter'""]",1979
29985,1.8,5,0,4,2,2,2,"Aug 22, 2022","[""'Indie'""]",2022
29986,3.2,1,0,0,0,1,0,"Jun 30, 2022",[],2022
29987,3.2,0,0,0,0,1,0,TBD,[],2024
29988,3.6,6,1,3,3,0,0,TBD,[],2024
29989,3.2,0,0,0,0,0,0,TBD,"[""'Arcade'"", ""'Puzzle'"", ""'Strategy'""]",2024
29990,3.2,0,0,1,1,0,0,"Jan 26, 2023","[""'Arcade'"", ""'Racing'"", ""'Simulator'"", ""'Sport'""]",2023
29991,3.2,0,0,0,0,0,0,"Feb 17, 2023","[""'Racing'"", ""'Simulator'"", ""'Sport'""]",2023
29992,3.2,1,0,0,0,1,0,"Jan 19, 2001","[""'Sport'""]",2001
29993,1.8,5,0,4,4,5,0,"Apr 28, 2005","[""'RPG'""]",2005
29994,3.2,1,0,12,0,10,0,"Jun 06, 2015","[""'Adventure'""]",2015
29995,3.2,0,1,1,1,0,0,TBD,[],2024
29996,3.2,0,0,0,0,0,0,"Jan 01, 2018","[""'Indie'"", ""'Simulator'""]",2018
29997,3.2,0,0,0,0,1,0,TBD,[],2024
29998,3.2,1,0,1,0,0,1,"May 24, 2014","[""'Indie'"", ""'Strategy'""]",2014
29999,3.2,1,0,0,0,1,0,"Mar 01, 2021","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2021
30000,3.2,0,0,3,16,3,0,TBD,"[""'Fighting'"", ""'Tactical'""]",2024
30001,3.2,2,0,3,2,3,0,"Nov 30, 2022","[""'RPG'"", ""'Strategy'""]",2022
30002,3.2,0,0,0,0,1,0,"Dec 31, 2021",[],2021
30003,3.2,1,0,0,1,0,0,"Dec 31, 2006","[""'Arcade'""]",2006
30004,3.2,1,0,0,0,1,0,"Jun 19, 2021","[""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'""]",2021
30005,3.2,2,0,4,3,2,0,"Oct 27, 2022",[],2022
30006,3.2,0,0,0,0,0,0,TBD,"[""'Shooter'""]",2024
30007,3.2,2,0,3,0,2,0,"Mar 14, 2023","[""'Simulator'"", ""'Strategy'""]",2023
30008,3.2,15,0,2,1,4,1,"Oct 21, 1994","[""'Platform'"", ""'Shooter'""]",1994
30009,3.2,0,0,0,0,1,0,"Nov 19, 2006","[""'Sport'""]",2006
30010,3.2,2,0,0,0,1,0,"Apr 01, 2004","[""'Simulator'""]",2004
30011,3.2,3,0,1,3,4,2,"Apr 08, 2023","[""'RPG'""]",2023
30012,3.2,0,0,0,0,0,0,TBD,[],2024
30013,3.2,2,0,0,0,0,1,"Dec 31, 1980",[],1980
30014,2.1,26,0,3,2,4,3,"Nov 18, 2007","[""'Adventure'""]",2007
30015,3.2,0,0,0,0,0,0,TBD,"[""'Strategy'""]",2024
30016,3.2,0,0,0,0,0,0,TBD,[],2024
30017,3.2,0,0,0,0,0,0,"Sep 21, 2017","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2017
30018,3.2,1,0,0,0,0,0,"Nov 15, 2011","[""'RPG'""]",2011
30019,3.2,0,0,0,0,1,0,TBD,"[""'RPG'""]",2024
30020,3.2,0,0,0,0,0,0,"Feb 02, 2018","[""'Indie'""]",2018
30021,3.2,0,0,0,0,1,0,"Dec 31, 1978",[],1978
30022,3.2,0,0,0,0,0,0,TBD,[],2024
30023,3.6,5,0,0,0,0,1,"Mar 01, 2018","[""'Indie'"", ""'Platform'"", ""'Puzzle'"", ""'Strategy'"", ""'Tactical'""]",2018
30024,3.2,0,0,0,0,0,0,"Jan 30, 2019","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2019
30025,3.1,7,0,1,1,2,1,"Dec 31, 1995",[],1995
30026,3.2,0,0,1,2,1,0,TBD,"[""'RPG'""]",2024
30027,3.2,4,1,1,0,2,0,"Oct 28, 2020","[""'Adventure'"", ""'Indie'""]",2020
30028,3.2,0,0,0,1,1,0,"Jun 04, 2021","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2021
30029,3.2,2,0,2,0,1,0,TBD,"[""'Visual Novel'""]",2024
30030,3.2,0,0,0,0,0,0,"Dec 31, 2018","[""'Arcade'""]",2018
30031,3.2,2,0,0,0,0,0,"Dec 31, 1994","[""'Sport'""]",1994
30032,3.2,0,0,0,0,4,0,TBD,[],2024
30033,3.2,0,0,0,0,1,0,"Dec 31, 1992","[""'Racing'""]",1992
30034,3.2,0,0,0,0,0,0,TBD,"[""'Adventure'""]",2024
30035,3.2,2,0,0,0,0,0,"Mar 10, 2017","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'""]",2017
30036,3.2,2,0,0,0,0,0,"Jan 05, 2017","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Platform'""]",2017
30037,3.2,4,0,1,0,3,0,"Feb 01, 1983","[""'Racing'""]",1983
30038,3.2,9,0,0,0,1,0,"Nov 02, 1983",[],1983
30039,3.2,0,0,0,0,0,0,"Jul 07, 2017","[""'Adventure'"", ""'Indie'""]",2017
30040,3.2,0,0,0,0,0,0,TBD,[],2024
30041,3.2,0,0,0,0,0,0,TBD,"[""'Fighting'""]",2024
30042,3.2,0,0,0,0,1,0,TBD,"[""'Puzzle'""]",2024
30043,3.2,0,0,0,0,0,0,TBD,"[""'Adventure'"", ""'Puzzle'""]",2024
30044,3.2,0,0,0,0,1,0,TBD,"[""'Pinball'""]",2024
30045,3.2,3,0,0,1,1,0,TBD,"[""'Music'""]",2024
30046,3.2,0,0,0,0,0,0,"Dec 31, 2016",[],2016
30047,3.2,0,0,0,0,0,0,TBD,[],2024
30048,2.2,10,0,0,1,7,2,TBD,"[""'Arcade'"", ""'Shooter'""]",2024
30049,3.2,1,0,1,1,1,0,"Jul 16, 2019","[""'Adventure'"", ""'Indie'""]",2019
30050,3.8,8,0,2,0,1,0,"Aug 30, 2019","[""'Indie'"", ""'RPG'""]",2019
30051,3.2,0,0,0,0,0,0,"Jul 05, 2018","[""'Puzzle'""]",2018
30052,1.8,10,0,3,0,2,5,"Jan 14, 2021","[""'Adventure'"", ""'Arcade'"", ""'Puzzle'""]",2021
30053,3.2,1,1,0,0,0,1,TBD,"[""'Puzzle'"", ""'Simulator'""]",2024
30054,3.5,7,0,3,2,0,0,"Apr 28, 2022","[""'Strategy'""]",2022
30055,3.2,1,0,1,2,2,0,"Dec 01, 1998","[""'Strategy'""]",1998
30056,3.2,1,0,0,0,0,0,"Dec 25, 2013","[""'Visual Novel'""]",2013
30057,3.2,0,0,0,0,1,0,"Dec 31, 1985","[""'Arcade'""]",1985
30058,2.0,6,0,3,4,0,0,"Aug 19, 2008","[""'Shooter'""]",2008
30059,3.2,0,0,0,0,0,0,"Jun 07, 2016","[""'Simulator'""]",2016
30060,3.2,1,0,3,1,1,0,"Sep 08, 2016","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2016
30061,3.2,0,0,0,0,2,0,TBD,"[""'Strategy'""]",2024
30062,3.2,0,0,2,1,0,0,TBD,[],2024
30063,3.2,2,0,0,1,0,0,"Nov 12, 2008","[""'Shooter'""]",2008
30064,3.2,1,0,0,0,1,0,"Mar 18, 2003","[""'Simulator'"", ""'Sport'""]",2003
30065,3.2,0,0,0,0,0,0,TBD,[],2024
30066,3.2,0,0,0,0,1,0,TBD,[],2024
30067,3.2,0,0,0,0,0,0,TBD,[],2024
30068,3.2,1,0,0,1,0,1,TBD,[],2024
30069,3.2,9,0,3,2,3,1,"Nov 06, 2020",[],2020
30070,3.2,0,0,0,0,0,0,"Nov 20, 2018","[""'Arcade'"", ""'Indie'"", ""'RPG'"", ""'Simulator'"", ""'Strategy'""]",2018
30071,3.2,0,0,0,0,0,0,"Oct 26, 2022","[""'Music'"", ""'Platform'""]",2022
