,Rating,Plays,Playing,Backlogs,Wishlist,Lists,Reviews,Release_Date,Genres,Release Year
4437,2.5,35,1,86,5,29,2,"Oct 28, 2014","[""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2014
4438,4.0,100,0,9,3,6,1,"Oct 01, 2006","[""'Adventure'"", ""'Puzzle'"", ""'RPG'"", ""'Strategy'""]",2006
4439,2.3,7,0,1,1,0,0,"Feb 22, 2010","[""'Shooter'""]",2010
4440,3.4,360,7,122,45,73,16,"Aug 29, 2019","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Platform'"", ""'Strategy'""]",2019
4441,2.2,510,1,53,24,40,21,"Oct 23, 2007","[""'Adventure'"", ""'Platform'"", ""'Puzzle'"", ""'Shooter'""]",2007
4442,4.3,130,4,93,39,49,5,"Nov 13, 2008","[""'Adventure'"", ""'RPG'"", ""'Strategy'"", ""'Tactical'""]",2008
4443,3.2,150,0,28,14,30,4,"Dec 31, 1996","[""'Fighting'""]",1996
4444,2.7,64,0,9,3,20,3,"Jun 04, 2014","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2014
4445,3.3,72,11,91,76,27,7,"Mar 16, 2017","[""'Adventure'"", ""'Visual Novel'""]",2017
4446,3.4,104,4,37,20,20,9,"Sep 27, 2018","[""'Brawler'"", ""'RPG'"", ""'Tactical'""]",2018
4447,1.7,101,0,27,17,36,10,"Jul 01, 1986","[""'Arcade'"", ""'Platform'""]",1986
4448,2.8,261,1,34,20,29,8,"Dec 07, 2002","[""'Fighting'""]",2002
4449,2.6,160,1,19,8,16,19,"Sep 24, 2015","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Shooter'""]",2015
4450,3.2,80,0,5,2,9,2,"Sep 12, 2006","[""'Simulator'"", ""'Sport'""]",2006
4451,2.1,76,0,83,3,24,6,"Jul 10, 2019",[],2019
4452,4.1,303,49,103,70,45,18,"Apr 16, 2019","[""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'""]",2019
4453,3.2,2,1,7,22,9,0,"May 30, 2023","[""'Adventure'"", ""'Arcade'"", ""'RPG'"", ""'Simulator'"", ""'Strategy'""]",2023
4454,3.2,1,0,15,79,27,0,"Dec 31, 2023","[""'Adventure'"", ""'RPG'""]",2023
4455,3.2,3,0,1,0,1,0,"Jan 16, 2013","[""'Adventure'"", ""'RPG'""]",2013
4456,4.1,58,2,43,39,41,1,"Nov 22, 2001","[""'Adventure'"", ""'RPG'""]",2001
4457,3.2,3,0,5,0,1,0,"Mar 18, 2016","[""'Indie'"", ""'Platform'""]",2016
4458,1.3,20,0,2,0,4,1,"Feb 28, 2020","[""'Indie'"", ""'Racing'""]",2020
4459,2.6,630,4,47,18,50,18,"Mar 14, 2006","[""'Adventure'"", ""'Platform'"", ""'Sport'""]",2006
4460,3.8,165,4,70,65,45,25,"Apr 26, 2007","[""'Adventure'"", ""'RPG'""]",2007
4461,3.6,230,2,48,23,40,8,"Apr 03, 2008","[""'Adventure'"", ""'Brawler'"", ""'Fighting'""]",2008
4462,3.4,95,1,48,22,37,2,"Jan 01, 1990","[""'Shooter'"", ""'Simulator'""]",1990
4463,4.1,251,12,138,136,72,21,"Jun 24, 2011","[""'Visual Novel'""]",2011
4464,3.6,355,3,32,21,39,16,"Nov 12, 2001","[""'Real Time Strategy'"", ""'Strategy'""]",2001
4465,2.7,69,1,85,63,64,8,"Oct 01, 1996","[""'Platform'""]",1996
4466,3.4,340,5,28,42,20,11,"Aug 24, 2015","[""'Indie'"", ""'Simulator'""]",2015
4467,3.8,366,60,23,22,29,47,"Apr 25, 2019","[""'Card & Board Game'""]",2019
4468,3.8,135,6,107,68,88,5,"Jun 30, 1995","[""'Adventure'"", ""'Point-and-Click'""]",1995
4469,3.7,507,7,94,58,64,23,"Aug 12, 2013","[""'Adventure'"", ""'Indie'"", ""'Shooter'""]",2013
4470,3.5,162,2,24,12,16,1,"Mar 19, 2004","[""'RPG'""]",2004
4471,3.1,136,2,36,12,20,8,"Oct 28, 2015","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2015
4472,2.7,92,0,30,2,11,0,"Sep 05, 2014","[""'Real Time Strategy'"", ""'Strategy'""]",2014
4473,2.9,79,1,25,14,19,3,"Dec 09, 2004","[""'Platform'""]",2004
4474,2.5,126,0,10,17,35,9,"Nov 01, 2007","[""'Indie'""]",2007
4475,4.3,163,5,46,29,33,14,"Jun 24, 1999","[""'Adventure'"", ""'Shooter'""]",1999
4476,3.0,15,1,20,6,1,3,"May 16, 2019","[""'Arcade'"", ""'Shooter'""]",2019
4477,3.4,489,15,224,36,95,31,"Sep 09, 2019","[""'Arcade'"", ""'Indie'""]",2019
4478,3.2,22,0,16,9,15,2,"Dec 31, 2000","[""'Shooter'""]",2000
4479,3.4,38,2,17,15,12,2,"Nov 29, 2007","[""'Adventure'"", ""'Brawler'""]",2007
4480,3.1,18,1,3,0,3,3,"May 28, 2015","[""'Arcade'"", ""'Indie'"", ""'Racing'"", ""'Simulator'""]",2015
4481,3.4,482,3,67,44,52,11,"Mar 06, 2007","[""'Racing'""]",2007
4482,3.0,232,1,45,29,52,8,"Feb 01, 1997","[""'Arcade'""]",1997
4483,3.7,146,3,192,147,79,13,"Apr 22, 1999","[""'Shooter'""]",1999
4484,3.3,200,12,218,95,60,16,"Oct 09, 2019","[""'Arcade'"", ""'Indie'"", ""'Platform'"", ""'Shooter'""]",2019
4485,2.8,713,72,395,170,195,77,"Jul 29, 2021","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Shooter'""]",2021
4486,1.1,86,0,15,9,28,7,"Feb 21, 2014","[""'Adventure'"", ""'Arcade'"", ""'Shooter'""]",2014
4487,3.5,389,3,106,78,96,22,"Nov 26, 2003","[""'Music'"", ""'Puzzle'"", ""'Strategy'""]",2003
4488,2.5,143,8,207,43,49,3,"May 28, 2015","[""'Adventure'"", ""'Visual Novel'""]",2015
4489,2.8,255,2,4,1,10,16,"May 01, 2016","[""'Shooter'"", ""'Simulator'""]",2016
4490,3.5,40,0,17,20,9,0,"Mar 26, 2001","[""'Arcade'"", ""'Brawler'""]",2001
4491,3.3,169,0,12,8,8,6,"Jan 29, 2010",[],2010
4492,3.7,408,1,66,22,53,17,"Jun 23, 2004","[""'Adventure'"", ""'Platform'"", ""'RPG'""]",2004
4493,3.0,153,0,3,1,9,11,"May 21, 2010","[""'Arcade'""]",2010
4494,3.3,52,2,56,13,21,6,"Feb 04, 2017","[""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2017
4495,3.8,141,23,383,233,173,32,"Jun 10, 1999","[""'Racing'"", ""'RPG'""]",1999
4496,1.9,125,0,13,7,17,2,"Jul 15, 2010","[""'Adventure'"", ""'Fighting'""]",2010
4497,4.0,29,5,172,166,91,6,"Jul 22, 1999",[],1999
4498,2.2,79,11,21,2,17,12,"Dec 12, 2022","[""'Indie'""]",2022
4499,4.0,87,8,4,4,14,15,"Jan 07, 2022","[""'Puzzle'""]",2022
4500,2.6,20,2,33,15,17,0,"Aug 19, 2010","[""'Shooter'""]",2010
4501,3.2,1,0,0,0,0,1,"Mar 01, 2023","[""'Puzzle'"", ""'Quiz/Trivia'""]",2023
4502,3.2,3,1,0,0,0,0,"Jan 14, 2022","[""'Simulator'""]",2022
4503,4.0,49,0,3,1,7,2,"Sep 24, 1999","[""'Adventure'"", ""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'""]",1999
4504,3.2,0,0,0,8,7,0,TBD,"[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'""]",2024
4505,2.2,106,0,1,1,6,15,"May 01, 2010","[""'Simulator'""]",2010
4506,4.3,258,13,127,41,94,25,"Oct 10, 2017","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Shooter'""]",2017
4507,2.8,381,3,95,23,59,23,"Oct 26, 2009","[""'Adventure'"", ""'Platform'""]",2009
4508,3.0,286,9,230,178,145,12,"Aug 20, 2002","[""'Adventure'"", ""'Puzzle'"", ""'Shooter'""]",2002
4509,3.1,69,1,177,12,64,4,"Jun 02, 2017","[""'Arcade'"", ""'Indie'"", ""'Shooter'""]",2017
4510,3.8,149,6,80,35,40,9,"Jan 17, 2018","[""'Adventure'"", ""'Brawler'"", ""'Indie'"", ""'Puzzle'"", ""'RPG'""]",2018
4511,3.6,258,2,29,9,42,15,"Nov 12, 2010","[""'Adventure'"", ""'Shooter'""]",2010
4512,2.4,216,1,5,5,42,29,"Jun 29, 2020","[""'Fighting'""]",2020
4513,2.6,39,0,8,19,11,2,"Aug 05, 2003","[""'Racing'""]",2003
4514,2.3,174,6,54,37,47,40,"Oct 25, 2002","[""'RPG'"", ""'Visual Novel'""]",2002
4515,2.5,75,0,17,4,10,3,"Oct 20, 2009","[""'Adventure'""]",2009
4516,2.9,50,0,12,4,7,1,"Oct 01, 1997","[""'Adventure'"", ""'Strategy'""]",1997
4517,3.8,290,17,168,75,81,30,"Sep 19, 2017","[""'Arcade'"", ""'Brawler'"", ""'Fighting'"", ""'Indie'""]",2017
4518,2.5,598,3,25,2,51,71,"Dec 17, 2014","[""'Arcade'"", ""'Puzzle'""]",2014
4519,3.2,81,3,36,5,33,5,"Oct 28, 2008","[""'Arcade'"", ""'Fighting'""]",2008
4520,3.1,306,1,67,38,67,7,"Aug 31, 1996","[""'Arcade'"", ""'Racing'"", ""'Shooter'""]",1996
4521,2.0,14,0,25,5,18,5,"Feb 25, 2019","[""'Adventure'"", ""'Card & Board Game'"", ""'Indie'"", ""'Simulator'"", ""'Sport'"", ""'Strategy'"", ""'Turn Based Strategy'"", ""'Visual Novel'""]",2019
4522,2.2,36,0,2,3,5,3,"Jun 06, 2013","[""'Adventure'"", ""'Simulator'""]",2013
4523,2.3,122,0,14,5,7,6,"Dec 03, 2009","[""'Fighting'""]",2009
4524,3.6,38,0,11,0,7,2,"Sep 15, 2008","[""'Adventure'""]",2008
4525,2.7,67,0,35,9,23,0,"May 06, 1994","[""'Shooter'""]",1994
4526,3.1,322,9,164,15,64,15,"Feb 26, 2019","[""'Arcade'"", ""'Platform'"", ""'Racing'"", ""'Sport'""]",2019
4527,3.9,58,0,23,28,18,4,"Aug 26, 2007","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2007
4528,2.4,64,3,12,7,8,6,"Apr 28, 2020","[""'Adventure'"", ""'RPG'""]",2020
4529,3.4,40,0,10,2,12,1,"Nov 10, 1999","[""'Simulator'"", ""'Sport'""]",1999
4530,3.1,51,5,44,28,21,4,"Dec 17, 2011","[""'Adventure'""]",2011
4531,2.1,58,0,12,6,19,6,"Jul 21, 2009","[""'Adventure'""]",2009
4532,3.0,91,0,10,6,13,2,"Oct 31, 1999","[""'Racing'"", ""'Simulator'"", ""'Sport'""]",1999
4533,2.5,28,0,4,3,3,0,"Oct 07, 2005","[""'Platform'""]",2005
4534,2.6,140,6,209,184,128,14,"Aug 05, 2004","[""'Shooter'""]",2004
4535,3.2,320,3,65,13,48,16,"Dec 01, 2008","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2008
4536,2.3,45,1,53,22,28,0,"Dec 31, 1994","[""'RPG'""]",1994
4537,4.0,163,2,17,16,15,12,"Dec 31, 2011","[""'Platform'""]",2011
4538,3.1,138,1,4,7,13,0,"Dec 08, 2015","[""'Adventure'"", ""'RPG'"", ""'Simulator'""]",2015
4539,3.3,287,4,41,34,44,11,"May 19, 2011","[""'Fighting'""]",2011
4540,2.3,111,0,14,7,10,3,"Dec 31, 1987","[""'Arcade'"", ""'Sport'""]",1987
4541,2.7,73,0,20,7,9,3,"Feb 10, 2006","[""'Fighting'"", ""'Racing'""]",2006
4542,3.3,98,0,5,4,11,1,"Mar 27, 2018","[""'Sport'""]",2018
4543,2.2,31,0,2,0,2,0,"Aug 14, 2018",[],2018
4544,3.0,80,1,20,6,11,8,"Sep 01, 2013","[""'Shooter'""]",2013
4545,2.2,103,0,23,24,27,9,"Oct 01, 2004","[""'Fighting'""]",2004
4546,3.1,1200,30,263,45,210,114,"May 21, 2021","[""'Fighting'"", ""'Sport'""]",2021
4547,2.8,12,1,0,0,2,3,"Dec 31, 2006","[""'Simulator'""]",2006
4548,2.1,22,0,9,2,9,3,"Dec 31, 1987","[""'Arcade'"", ""'Shooter'""]",1987
4549,3.3,194,5,181,55,58,1,"Sep 19, 2014","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2014
4550,4.2,146,17,199,118,60,22,"Dec 25, 2019","[""'Adventure'"", ""'RPG'""]",2019
4551,3.0,453,0,93,13,53,12,"Jun 17, 2009","[""'Shooter'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2009
4552,3.2,698,3,45,21,55,18,"Oct 28, 2008","[""'Puzzle'"", ""'Simulator'"", ""'Strategy'""]",2008
4553,3.2,110,2,50,21,41,16,"Mar 21, 2001","[""'Racing'""]",2001
4554,3.2,170,4,76,24,19,7,"Aug 23, 2016","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2016
4555,4.0,799,38,221,125,113,81,"Oct 20, 2020","[""'Arcade'"", ""'Shooter'""]",2020
4556,3.0,306,11,97,28,83,30,"Sep 10, 2020","[""'Arcade'"", ""'Indie'"", ""'Racing'""]",2020
4557,3.2,142,0,34,15,38,4,"May 23, 2006","[""'Simulator'"", ""'Sport'""]",2006
4558,2.9,213,4,39,26,38,10,"Sep 07, 2005","[""'Adventure'"", ""'Platform'""]",2005
4559,3.0,196,1,69,31,66,3,"Apr 30, 2000","[""'Racing'"", ""'Sport'""]",2000
4560,1.5,69,0,38,13,17,2,"Nov 29, 1996","[""'Shooter'""]",1996
4561,3.0,438,3,134,35,72,8,"Mar 06, 2007","[""'Shooter'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",2007
4562,2.7,280,2,17,11,20,8,"Feb 18, 2008","[""'Sport'""]",2008
4563,3.4,113,0,30,12,12,17,"Mar 01, 2011","[""'Shooter'""]",2011
4564,3.5,100,0,17,4,9,1,"Nov 30, 1998","[""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'"", ""'Tactical'""]",1998
4565,2.9,48,3,73,31,56,5,"Dec 31, 1996","[""'Adventure'"", ""'Point-and-Click'"", ""'Puzzle'"", ""'Shooter'""]",1996
4566,2.3,204,1,41,15,17,5,"Apr 12, 2011","[""'Real Time Strategy'"", ""'Strategy'""]",2011
4567,3.2,11,0,30,131,64,1,"Dec 31, 2023","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2023
4568,3.4,96,1,26,27,36,8,"Dec 16, 1994","[""'Fighting'""]",1994
4569,3.2,14,0,0,2,1,4,"Jun 19, 2021","[""'Indie'"", ""'Visual Novel'""]",2021
4570,3.3,134,2,55,96,51,17,"Oct 28, 2021","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2021
4571,3.2,1,0,9,8,10,0,"Mar 11, 2010","[""'RPG'""]",2010
4572,3.4,21,1,4,1,5,0,"Dec 31, 2009","[""'Arcade'""]",2009
4573,2.3,74,0,10,2,4,1,"Nov 17, 2009","[""'Racing'"", ""'Simulator'""]",2009
4574,3.0,459,26,153,35,42,18,"Feb 08, 2018","[""'RPG'"", ""'Shooter'""]",2018
4575,3.2,238,5,71,20,28,13,"Oct 21, 2015","[""'Adventure'"", ""'Indie'"", ""'Puzzle'""]",2015
4576,3.2,282,4,131,55,71,9,"Aug 25, 1994","[""'Adventure'""]",1994
4577,3.5,531,6,116,65,86,21,"Sep 30, 2002","[""'Racing'""]",2002
4578,2.8,315,4,47,20,33,9,"Mar 02, 2004","[""'Adventure'"", ""'Platform'""]",2004
4579,3.4,47,1,15,12,14,5,"Jul 25, 2009","[""'Shooter'""]",2009
4580,3.6,94,2,54,22,26,8,"Jan 28, 2014","[""'Adventure'"", ""'Indie'"", ""'Point-and-Click'"", ""'Puzzle'""]",2014
4581,3.4,188,1,8,3,21,4,"Apr 30, 2008","[""'Arcade'"", ""'Indie'"", ""'Platform'"", ""'Racing'""]",2008
4582,3.0,121,0,13,9,40,16,"Sep 21, 1978","[""'Arcade'""]",1978
4583,3.2,45,6,132,129,76,3,"Dec 11, 1997","[""'RPG'""]",1997
4584,2.6,56,1,9,5,7,3,"Jan 07, 2011","[""'Strategy'""]",2011
4585,2.7,46,0,48,20,18,5,"Mar 24, 1995","[""'Adventure'"", ""'Platform'""]",1995
4586,2.4,72,4,140,119,90,12,"Dec 05, 2002","[""'RPG'""]",2002
4587,3.4,75,1,10,3,9,4,"Aug 11, 2008","[""'Adventure'""]",2008
4588,2.7,74,1,47,11,29,4,"Dec 04, 2018","[""'Fighting'"", ""'Indie'""]",2018
4589,4.4,67,4,55,40,29,14,"Feb 01, 2018","[""'Shooter'""]",2018
4590,2.9,324,34,742,248,181,43,"Jul 19, 2021","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2021
4591,3.3,150,7,58,11,19,13,"Oct 17, 2017","[""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2017
4592,2.6,43,1,6,0,10,1,"Oct 15, 2007",[],2007
4593,2.2,3,0,0,0,1,1,"Dec 13, 2022","[""'Arcade'"", ""'Shooter'""]",2022
4594,3.2,2,0,3,0,0,1,"Apr 06, 2017","[""'Adventure'"", ""'Indie'""]",2017
4595,3.3,433,1,32,15,49,16,"Nov 04, 1999","[""'Simulator'"", ""'Strategy'""]",1999
4596,3.5,172,13,59,39,27,9,"Jul 04, 2019","[""'RPG'"", ""'Shooter'""]",2019
4597,4.7,56,1,18,9,8,1,"Nov 23, 2001","[""'Adventure'""]",2001
4598,1.9,68,0,16,1,4,2,"Jul 25, 2011","[""'Indie'"", ""'Platform'"", ""'Puzzle'"", ""'Shooter'""]",2011
4599,2.0,75,2,25,15,15,6,"Oct 29, 2013","[""'Adventure'"", ""'Arcade'"", ""'Platform'"", ""'Shooter'""]",2013
4600,1.9,80,0,2,2,5,2,"Mar 24, 2010","[""'Arcade'"", ""'Simulator'""]",2010
4601,3.6,75,1,16,15,21,0,"Sep 03, 2013","[""'Fighting'""]",2013
4602,2.7,186,4,153,7,41,14,"Apr 22, 2010","[""'Indie'"", ""'RPG'""]",2010
4603,3.2,105,7,93,113,40,4,"Nov 22, 2019","[""'Adventure'"", ""'Indie'""]",2019
4604,3.0,146,2,49,21,32,8,"Oct 27, 2003","[""'Platform'""]",2003
4605,3.2,35,1,28,29,20,1,"Oct 26, 2000","[""'Brawler'""]",2000
4606,3.6,60,0,4,7,8,6,"Nov 14, 2003",[],2003
4607,3.5,128,0,40,7,6,1,"Oct 30, 2006","[""'Real Time Strategy'"", ""'Simulator'"", ""'Strategy'""]",2006
4608,3.7,220,3,65,54,65,16,"Feb 21, 2008","[""'Arcade'"", ""'Shooter'""]",2008
4609,3.2,0,0,1,6,6,0,"Jun 28, 2023","[""'Adventure'"", ""'Indie'"", ""'Simulator'""]",2023
4610,4.9,31,0,10,10,6,15,"Mar 22, 2022","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2022
4611,3.8,91,4,12,3,22,8,"Aug 06, 1998","[""'Adventure'"", ""'Shooter'""]",1998
4612,3.8,26,6,5,1,7,3,"Dec 17, 2022","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2022
4613,3.4,124,5,32,10,17,13,"Sep 10, 2020","[""'RPG'"", ""'Shooter'""]",2020
4614,3.2,2,0,0,0,1,0,"Mar 10, 2015","[""'Adventure'"", ""'Shooter'""]",2015
4615,3.7,3,0,2,0,1,1,"May 11, 2023","[""'RPG'"", ""'Strategy'""]",2023
4616,3.2,136,1,4,5,10,0,"Jan 24, 2017","[""'Adventure'"", ""'RPG'"", ""'Simulator'""]",2017
4617,3.9,9,0,0,5,4,1,"Jan 15, 2021","[""'Adventure'"", ""'Simulator'"", ""'Visual Novel'""]",2021
4618,2.0,16,0,3,1,7,1,"Nov 27, 1998","[""'Shooter'""]",1998
4619,3.8,615,13,30,5,56,32,"Sep 04, 2014","[""'Adventure'""]",2014
4620,3.8,465,8,129,70,66,44,"Feb 21, 2012","[""'Adventure'"", ""'Shooter'"", ""'Strategy'""]",2012
4621,3.5,153,8,171,113,61,19,"Oct 24, 2019","[""'Adventure'"", ""'Indie'"", ""'Platform'"", ""'Puzzle'""]",2019
4622,1.9,274,10,107,61,117,18,"May 21, 2001",[],2001
4623,3.5,208,13,331,249,179,17,"Aug 13, 1998","[""'Adventure'"", ""'Puzzle'""]",1998
4624,2.7,458,0,25,7,26,16,"Apr 04, 2003","[""'Arcade'"", ""'Simulator'"", ""'Sport'""]",2003
4625,2.9,229,0,45,32,53,20,"Aug 30, 1996","[""'Fighting'""]",1996
4626,2.6,99,0,24,8,16,1,"Nov 16, 2010","[""'Brawler'"", ""'Fighting'"", ""'Puzzle'""]",2010
4627,3.3,36,3,20,8,19,1,"May 24, 1987","[""'Platform'"", ""'Puzzle'""]",1987
4628,2.7,299,0,16,10,24,20,"Sep 17, 2010",[],2010
4629,4.0,113,0,9,1,4,0,"Sep 15, 2002","[""'Adventure'"", ""'RPG'"", ""'Simulator'""]",2002
4630,3.0,27,0,20,11,16,2,"Dec 31, 1995","[""'Shooter'""]",1995
4631,2.7,105,0,8,10,16,8,"Dec 12, 2003","[""'Fighting'""]",2003
4632,3.3,17,2,23,37,16,3,"Apr 12, 2022","[""'Adventure'"", ""'Indie'"", ""'Platform'""]",2022
4633,3.0,12,0,8,1,2,1,"Dec 25, 2015","[""'Adventure'"", ""'Arcade'"", ""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2015
4634,3.6,19,0,1,3,2,3,"Nov 22, 2019","[""'Indie'"", ""'Simulator'"", ""'Strategy'""]",2019
4635,3.0,8,0,26,39,17,2,"Jul 15, 1999","[""'Adventure'"", ""'Point-and-Click'""]",1999
4636,3.2,8,0,20,4,4,1,"May 28, 2015","[""'Adventure'"", ""'RPG'""]",2015
4637,3.5,235,3,78,69,102,21,"Apr 20, 1995","[""'Fighting'""]",1995
4638,2.7,116,5,47,24,22,10,"Oct 23, 2012","[""'Shooter'""]",2012
4639,3.5,65,2,55,27,19,4,"Jun 02, 2016","[""'Indie'"", ""'Shooter'"", ""'Strategy'"", ""'Tactical'""]",2016
4640,3.1,184,4,110,33,47,4,"Mar 14, 2006","[""'Shooter'""]",2006
4641,3.8,68,3,128,92,79,17,"Jan 28, 1999","[""'Music'"", ""'Shooter'""]",1999
4642,2.3,42,1,5,2,12,2,"Mar 29, 2001","[""'Racing'""]",2001
4643,4.0,151,4,193,97,80,17,"Jan 23, 2003","[""'Shooter'"", ""'Strategy'""]",2003
4644,3.4,279,0,27,26,59,9,"Jun 11, 1998","[""'Fighting'""]",1998
4645,2.3,136,3,44,9,38,20,"Nov 20, 1993","[""'Adventure'"", ""'Pinball'"", ""'Platform'""]",1993
4646,3.6,53,1,7,4,13,2,"Jan 08, 1994","[""'Sport'""]",1994
4647,2.6,59,0,19,6,13,6,"Jun 23, 2011","[""'Pinball'"", ""'Platform'"", ""'Shooter'""]",2011
4648,4.0,248,11,223,169,84,16,"Apr 30, 2010","[""'Adventure'"", ""'Simulator'""]",2010
4649,2.9,83,1,27,3,8,6,"Jul 22, 2014","[""'Indie'"", ""'Puzzle'"", ""'RPG'"", ""'Strategy'""]",2014
4650,3.0,141,2,10,11,25,4,"Oct 17, 2013","[""'Fighting'""]",2013
4651,3.6,165,0,17,7,47,9,"Oct 01, 1993","[""'Simulator'"", ""'Sport'""]",1993
4652,3.5,57,0,8,4,9,3,"Oct 14, 2003","[""'Simulator'"", ""'Sport'""]",2003
4653,2.9,59,1,22,11,16,6,"Jun 07, 2008","[""'Racing'"", ""'Shooter'""]",2008
4654,1.8,62,0,10,2,12,7,"Dec 02, 1988","[""'Platform'"", ""'Shooter'""]",1988
4655,1.5,117,1,22,22,33,8,"Jul 20, 2004","[""'Adventure'""]",2004
4656,1.9,55,0,9,1,5,3,"Mar 11, 2015","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Simulator'""]",2015
4657,3.9,8,0,32,7,13,1,"Mar 31, 2020","[""'Indie'""]",2020
4658,2.8,75,1,61,48,17,3,"May 29, 2013","[""'Adventure'"", ""'Indie'"", ""'RPG'"", ""'Visual Novel'""]",2013
4659,3.6,56,3,44,39,11,1,"Jun 25, 2015","[""'Adventure'"", ""'Visual Novel'""]",2015
4660,2.9,74,1,16,0,8,2,"Aug 02, 2016","[""'Adventure'"", ""'Point-and-Click'""]",2016
4661,3.3,159,44,101,124,42,13,"Mar 31, 2022","[""'Adventure'"", ""'Fighting'"", ""'Indie'"", ""'Puzzle'"", ""'RPG'"", ""'Strategy'"", ""'Turn Based Strategy'""]",2022
4662,2.8,109,10,3,4,7,10,"Mar 16, 2011","[""'Visual Novel'""]",2011
4663,2.6,82,1,8,12,25,8,"Nov 05, 2002","[""'Fighting'""]",2002
4664,2.4,59,1,43,25,15,0,"Apr 12, 2005","[""'Shooter'""]",2005
4665,3.0,49,0,24,6,23,9,"Aug 15, 2017","[""'Adventure'"", ""'Arcade'"", ""'Indie'""]",2017
4666,4.0,125,3,57,66,47,16,"Jul 12, 2016","[""'Indie'"", ""'Real Time Strategy'"", ""'Sport'"", ""'Strategy'""]",2016
4667,3.0,63,4,34,5,16,2,"Sep 23, 2014","[""'Adventure'"", ""'RPG'""]",2014
4668,3.4,151,1,23,17,15,6,"Jan 29, 2011","[""'Adventure'"", ""'RPG'"", ""'Strategy'""]",2011
4669,2.6,75,0,41,3,10,7,"Dec 03, 2010","[""'Adventure'"", ""'Indie'"", ""'Music'"", ""'Puzzle'"", ""'Strategy'""]",2010
4670,2.7,92,2,55,24,63,8,"Dec 31, 1999","[""'Adventure'"", ""'Brawler'"", ""'Fighting'""]",1999
4671,2.8,34,0,23,3,24,5,"Jan 20, 2017","[""'Indie'"", ""'Puzzle'"", ""'Strategy'""]",2017
4672,2.8,131,0,8,1,19,5,"May 27, 2007","[""'Indie'"", ""'Platform'""]",2007
4673,3.9,104,0,20,14,24,4,"Nov 21, 2005","[""'Fighting'""]",2005
4674,2.9,210,2,36,19,40,4,"Sep 30, 1997","[""'Racing'"", ""'Shooter'"", ""'Sport'""]",1997
4675,2.7,149,6,77,14,17,7,"Oct 15, 2015","[""'Brawler'""]",2015
4676,2.8,275,2,8,1,17,14,"Dec 19, 2015","[""'Arcade'"", ""'Music'""]",2015
4677,3.1,27,0,13,3,7,1,"May 16, 2018","[""'Adventure'"", ""'RPG'""]",2018
4678,3.2,0,0,11,74,20,0,TBD,"[""'Adventure'"", ""'RPG'""]",2024
4679,3.6,18,0,4,2,1,0,"Oct 14, 2010","[""'Adventure'"", ""'Brawler'""]",2010
4680,2.8,191,3,35,4,18,7,"Feb 24, 2017","[""'Indie'"", ""'Shooter'"", ""'Simulator'"", ""'Strategy'""]",2017
4681,4.8,8,1,1,1,0,1,"Jun 02, 2017","[""'Adventure'"", ""'Visual Novel'""]",2017
4682,3.8,8,0,5,7,9,1,"Dec 22, 2019","[""'Indie'"", ""'Visual Novel'""]",2019
4683,3.2,2,0,0,0,1,0,"Mar 31, 2016","[""'Real Time Strategy'"", ""'RPG'""]",2016
4684,3.4,101,4,54,20,33,7,"Feb 13, 2018","[""'Adventure'"", ""'Indie'"", ""'RPG'""]",2018
4685,3.2,2,0,0,0,0,0,"Dec 31, 2023","[""'Adventure'"", ""'Indie'"", ""'Racing'"", ""'Simulator'"", ""'Sport'""]",2023
4686,3.1,106,5,89,69,33,7,"Jan 29, 2016","[""'Adventure'"", ""'Simulator'"", ""'Visual Novel'""]",2016
4687,3.5,373,3,36,25,32,17,"Nov 02, 2012","[""'Fighting'""]",2012
