"Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","Release_Date","Genres"
"3.2","0","0","0","0","1","0","TBD","[]"
"3.2","0","0","1","0","1","0","TBD","[]"
"3.2","1","0","0","0","1","0","TBD","['Racing']"
"2.6","12","0","7","2","0","1","Oct 10, 2019","['Adventure', 'Indie', 'RPG', 'Shooter']"
"1.7","13","0","2","1","6","1","Dec 31, 1993","['Fighting']"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","0","0","0","0","0","0","TBD","['Adventure']"
"3.2","0","0","0","0","0","0","Aug 28, 2018","['Adventure', 'Indie']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","1","0","0","0","0","0","Jul 10, 2019","['Indie']"
"3.2","0","0","0","0","1","0","Jul 26, 2019","['Adventure', 'Indie', 'Puzzle', 'Strategy']"
"3.2","0","0","0","0","0","0","Nov 20, 2019","['Adventure', 'Strategy']"
"3.2","0","0","0","0","0","0","Dec 07, 2019","[]"
"3.2","0","0","0","0","2","0","Mar 21, 2021","['Shooter']"
"3.2","4","0","0","0","3","0","Nov 10, 2010","['Puzzle']"
"3.2","0","0","0","0","1","0","Dec 31, 1989","['Platform']"
"3.2","0","0","1","0","1","0","TBD","[]"
"3.2","0","0","0","0","0","0","Aug 25, 2016","['Indie', 'Simulator', 'Strategy']"
"3.2","2","0","3","1","2","0","Feb 01, 1987","['Adventure']"
"3.2","0","0","0","0","0","0","Sep 18, 2017","['Indie']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","0","0","0","0","0","0","Dec 31, 1986","['Shooter']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","3","0","1","0","1","0","Jul 11, 2018","['Adventure', 'Indie']"
"3.2","0","0","0","0","0","0","Dec 31, 2013","['Arcade']"
"3.2","0","0","0","0","0","0","Oct 25, 2019","['Indie', 'RPG']"
"3.2","0","0","0","0","0","0","Oct 09, 2020","['RPG', 'Shooter']"
"2.9","11","0","1","1","8","0","Mar 01, 1980","['Arcade']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","5","0","0","0","1","0","Dec 12, 2011","['Adventure']"
"3.2","0","0","0","0","2","0","Oct 11, 2021","[]"
"3.2","3","0","1","2","0","0","Jan 23, 2019","['Adventure', 'Point-and-Click']"
"1.9","13","0","1","0","1","1","Nov 19, 2002","['Fighting']"
"3.2","5","0","0","0","0","0","Dec 31, 2020","['Arcade']"
"3.2","5","0","4","0","6","0","Mar 16, 2016","['Indie', 'Simulator']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","1","0","3","1","4","0","Apr 20, 2019","['Adventure', 'Indie']"
"3.2","0","0","0","0","0","0","TBD","['Puzzle']"
"3.2","1","0","0","1","1","1","Sep 18, 2007","['Puzzle']"
"3.2","2","0","0","1","0","0","Sep 10, 2015","['Adventure']"
"3.2","1","0","0","0","0","0","Jun 14, 2018","['Adventure', 'Indie', 'Simulator']"
"3.2","0","0","0","1","0","0","Oct 01, 2018","['Adventure', 'Indie', 'Puzzle', 'Shooter']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.0","3","0","0","0","0","0","Dec 31, 2010","['Simulator', 'Strategy']"
"3.2","0","0","0","0","0","0","Jan 04, 2020","['Adventure']"
"3.2","0","0","0","0","0","0","Dec 31, 2019","[]"
"3.2","0","0","0","0","1","0","Jun 26, 1992","['Racing']"
"3.2","2","0","0","2","4","0","Mar 03, 2020","['Adventure', 'Indie', 'Racing']"
"3.2","0","0","0","0","3","0","Sep 27, 2022","['Platform']"
"3.2","0","0","0","0","1","0","Feb 06, 2022","['Platform']"
"3.2","0","0","0","0","0","0","Feb 14, 2023","['Indie']"
"3.2","0","0","0","0","0","0","Feb 05, 2014","['Arcade']"
"3.2","3","0","0","0","0","0","Sep 14, 2004","['RPG']"
"3.7","62","0","1","1","11","3","Jan 06, 1998","['Adventure', 'Point-and-Click']"
"2.5","73","0","39","36","25","3","Dec 14, 2006","['Adventure', 'Brawler']"
"3.2","0","0","0","0","1","0","Jan 18, 2017","['Quiz/Trivia']"
"3.2","6","0","2","1","1","0","Feb 10, 2006","['Real Time Strategy', 'Strategy']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","0","0","0","0","0","0","TBD","['Adventure', 'Puzzle', 'Simulator']"
"3.2","2","0","1","0","1","0","Nov 12, 2020","['Indie']"
"3.2","2","0","0","1","0","0","Jul 07, 2015","[]"
"3.2","0","0","0","0","0","0","TBD","['Indie']"
"3.2","0","0","0","0","0","0","Apr 03, 2023","['Adventure', 'Indie', 'Simulator']"
"3.2","2","0","0","0","0","0","Apr 28, 2017","['Adventure', 'Indie', 'RPG', 'Strategy']"
"3.2","0","0","0","3","1","0","Feb 20, 2005","['RPG']"
"3.2","118","2","18","5","14","5","Feb 23, 2006","['Card & Board Game', 'Strategy', 'Turn Based Strategy']"
"3.0","171","1","47","9","29","13","Sep 13, 2002","['Shooter']"
"3.3","52","2","29","10","18","1","Jun 24, 1994","['Adventure', 'Platform']"
"1.2","73","1","26","35","43","13","Nov 16, 2004","['Fighting', 'Quiz/Trivia']"
"2.6","26","0","23","8","10","2","Oct 16, 2019","['Adventure', 'Indie', 'RPG', 'Simulator']"
"2.8","4","0","0","0","0","1","Aug 01, 2018","['Indie']"
"3.2","6","0","13","0","8","1","Nov 21, 2019","['Adventure', 'Shooter']"
"2.9","72","1","16","5","19","0","Aug 10, 2004","['Adventure', 'RPG']"
"3.2","0","0","3","3","0","0","Sep 25, 1998","['Visual Novel']"
"3.2","1","0","0","0","0","0","Aug 06, 1999","['Sport']"
"3.2","0","0","4","4","2","0","Dec 31, 2000","[]"
"2.0","5","0","4","3","11","0","Jan 06, 2012","['RPG']"
"3.2","11","1","9","4","7","4","Sep 11, 2019","['Adventure', 'RPG', 'Simulator', 'Sport']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.2","1","0","0","3","4","0","TBD","['Platform']"
"3.2","1","0","0","1","1","0","Mar 10, 2017","['Adventure', 'Indie', 'RPG']"
"3.2","6","0","0","2","1","1","Nov 12, 2008","['Adventure', 'Point-and-Click', 'Puzzle']"
"3.4","114","2","6","7","15","6","Jan 29, 2008","['Simulator', 'Strategy']"
"2.6","37","0","13","3","10","1","Apr 22, 2016","['Indie', 'Real Time Strategy', 'Simulator', 'Strategy', 'Tactical']"
"3.2","0","0","2","0","3","0","Aug 21, 2013","['Adventure', 'Shooter']"
"3.8","9","1","7","5","0","0","Dec 20, 2015","['Adventure', 'Indie', 'RPG']"
"2.6","18","0","1","0","1","1","Apr 23, 2014","['Strategy']"
"4.7","7","1","2","2","4","0","Jan 18, 2019","['Adventure', 'Simulator', 'Visual Novel']"
"3.2","6","1","5","8","3","0","Mar 10, 2022","['Adventure', 'Indie', 'Platform', 'Puzzle']"
"3.2","7","0","2","1","3","1","Feb 03, 2020","['Arcade', 'Racing', 'Simulator', 'Sport']"
"3.2","1","0","1","2","1","0","Mar 23, 2020","['Adventure', 'Indie', 'Simulator', 'Strategy']"
"4.0","37","2","51","25","20","3","May 30, 2013","['RPG']"
"2.1","5","0","2","0","0","0","Dec 31, 2010","['Sport']"
"2.4","12","0","0","2","1","0","May 11, 2005","['Shooter']"
"3.2","5","0","0","2","0","2","Oct 27, 2017","['Adventure', 'Indie']"
"2.2","5","1","5","3","8","0","Oct 20, 2004","[]"
"3.2","2","0","2","0","0","0","Sep 24, 2013","['Simulator', 'Strategy']"
"1.1","162","0","39","38","53","38","Nov 01, 2018","['Brawler']"
"3.2","10","0","4","2","3","1","Dec 31, 1996","['Adventure', 'Point-and-Click', 'Puzzle']"
"3.0","3","0","2","0","11","1","TBD","[]"
"2.8","79","1","18","8","17","1","Feb 22, 2012","['Racing']"
"3.3","49","1","18","7","22","6","Dec 26, 1990","['Adventure']"
"2.6","101","0","46","17","44","14","Oct 15, 1988","['Arcade', 'Shooter']"
"3.7","91","10","192","57","57","5","Dec 24, 2009","['Adventure', 'RPG']"
"2.4","115","2","64","17","19","3","May 31, 2011","['Adventure', 'Brawler', 'Puzzle', 'RPG']"
"1.1","13","0","8","3","12","5","Nov 16, 1993","['Shooter']"
"3.5","19","0","2","0","2","0","Jan 15, 2011","['Shooter']"
"3.2","7","0","4","1","3","0","Sep 23, 2014","['Simulator', 'Strategy']"
"3.2","6","0","2","1","2","0","TBD","[]"
"3.2","3","0","4","0","0","0","Jan 10, 2019","['Arcade', 'Fighting']"
"3.2","1","0","1","0","3","0","Apr 14, 2020","['Simulator', 'Sport']"
"3.2","4","0","17","5","5","0","Jan 24, 2020","['Real Time Strategy', 'Strategy']"
"3.2","1","0","12","0","11","0","Oct 01, 2014","['Adventure', 'Indie']"
"4.4","38","3","28","39","18","9","Jul 13, 2005","['Arcade', 'Music']"
"3.2","5","0","4","2","3","0","TBD","[]"
"3.7","91","2","18","7","15","4","Aug 29, 2006","['Fighting', 'Sport']"
"2.3","29","0","29","14","12","4","May 24, 2018","['Adventure', 'Indie', 'Platform', 'RPG']"
"2.9","163","0","23","6","15","7","Jul 06, 2012","['Adventure', 'Indie', 'Shooter']"
"3.9","21","0","16","10","15","5","Oct 07, 1997","['Adventure']"
"3.2","5","1","10","1","3","1","Dec 27, 2017","['Arcade', 'RPG']"
"1.5","17","0","0","3","6","0","Dec 31, 2001","['Arcade']"
"3.2","2","0","0","0","0","0","Dec 07, 2006","['Adventure', 'Music', 'Simulator']"
"3.3","91","3","7","1","3","1","Nov 21, 2011","['Adventure', 'Brawler']"
"2.6","8","0","22","3","11","0","Jan 08, 2017","['Indie', 'Platform']"
"2.9","18","0","7","1","10","2","Dec 31, 2001","['Platform']"
"3.6","149","0","19","4","4","1","Dec 31, 2006","['Shooter']"
"3.1","87","0","11","2","10","2","Dec 01, 1993","['Sport']"
"4.0","6","0","14","9","9","1","Sep 02, 2019","['Platform']"
"2.3","8","2","18","8","8","1","Jul 10, 2008","[]"
"3.7","5","0","4","2","4","1","Jul 07, 2017","['Indie']"
"3.5","35","3","81","40","22","3","Apr 18, 2013","['RPG']"
"3.7","38","0","1","2","1","0","TBD","[]"
"2.8","37","0","6","1","8","1","Jun 29, 2001","['Card & Board Game']"
"3.6","15","2","47","31","25","1","Aug 02, 2001","['RPG', 'Tactical']"
"2.9","110","3","73","9","18","3","May 26, 2015","['Adventure', 'Arcade', 'Indie', 'Platform', 'Puzzle']"
"3.0","206","0","26","6","26","10","Oct 30, 1992","['Adventure', 'Point-and-Click']"
"3.3","77","2","7","3","15","7","Sep 19, 2002","['Racing', 'Simulator', 'Sport']"
"3.6","286","2","38","17","21","3","Oct 19, 2001","['Real Time Strategy', 'Simulator', 'Strategy']"
"3.2","3","0","10","3","0","1","Apr 29, 2015","['Brawler', 'RPG']"
"3.2","6","0","3","4","5","1","Dec 31, 1988","['Simulator', 'Strategy']"
"2.9","9","1","22","27","10","0","Aug 31, 2006","['Adventure']"
"2.2","10","1","14","15","5","0","Jun 04, 2009","['Fighting']"
"3.6","21","0","3","2","1","0","Aug 16, 2016","['Adventure', 'Shooter', 'Tactical']"
"1.7","23","0","3","0","2","1","May 08, 2020","['Adventure', 'Indie', 'Strategy']"
"2.5","10","0","1","0","1","0","Oct 22, 2004","['Simulator', 'Sport']"
"3.2","4","0","3","2","1","0","Jul 10, 2014","['Adventure', 'Indie', 'Puzzle']"
"3.2","3","0","0","1","1","0","Mar 31, 2017","['Indie', 'Real Time Strategy', 'Strategy']"
"3.2","4","0","0","0","1","0","Aug 10, 1994","['Sport']"
"2.8","6","0","1","0","3","0","Mar 01, 1991","['Sport']"
"2.6","11","0","0","1","11","2","Dec 31, 1981","['Arcade', 'Platform']"
"3.2","1","0","2","4","3","0","Sep 11, 2007","['Brawler']"
"3.2","2","0","0","0","0","1","TBD","[]"
"3.4","44","2","41","11","26","5","Sep 02, 2008","['Shooter']"
"3.1","62","2","78","42","54","9","Jan 31, 1997","['Adventure', 'RPG']"
"3.2","84","3","89","26","22","5","Nov 26, 2015","['RPG']"
"3.3","49","1","24","7","10","3","Oct 29, 1992","['Platform']"
"3.7","216","3","94","62","73","16","Jun 26, 1992","['Platform']"
"3.1","104","0","13","8","20","7","Nov 12, 2007","['Fighting']"
"3.4","6","0","2","2","0","1","Aug 26, 2016","['Indie']"
"2.4","10","0","9","7","10","1","Dec 31, 1996","['Adventure', 'Shooter']"
"3.1","32","0","21","25","17","6","Jun 15, 2006","['Visual Novel']"
"3.5","8","1","27","1","6","0","Dec 12, 2005","['Indie', 'RPG']"
"3.6","27","0","9","8","15","2","Oct 28, 2016","['Adventure', 'Indie', 'RPG']"
"2.7","28","2","70","39","46","1","Nov 17, 2000","['Adventure', 'RPG']"
"3.0","9","2","1","1","0","1","Nov 01, 2019","['Indie']"
"3.6","10","2","32","32","11","3","Apr 26, 2012","['Simulator', 'Visual Novel']"
"3.3","23","0","10","2","8","1","Jul 02, 2014","['Adventure', 'Indie', 'Platform', 'Shooter']"
"2.7","88","2","83","64","48","7","Dec 17, 2009","['Platform']"
"3.3","51","8","60","56","28","4","Jul 01, 2010","['RPG', 'Simulator']"
"2.7","8","0","2","0","3","1","Jan 31, 2019","[]"
"3.2","0","0","1","0","1","0","Feb 19, 1991","['Point-and-Click', 'Quiz/Trivia']"
"3.2","0","0","0","2","1","0","Sep 06, 2021","['Indie', 'RPG']"
"3.2","0","0","1","0","2","0","Nov 02, 2004","['RPG']"
"3.2","0","0","3","0","4","0","Jun 16, 2020","['Arcade', 'Indie']"
"3.2","1","0","0","0","0","0","Jun 30, 1989","[]"
"3.2","1","0","0","0","0","0","Dec 20, 2016","['Arcade', 'Shooter']"
"3.2","1","0","4","3","1","0","Jul 30, 2015","['Adventure', 'Visual Novel']"
"2.9","13","0","8","4","9","1","Aug 25, 1995","['Puzzle', 'Strategy']"
"3.2","1","0","0","0","0","0","May 01, 2017","['Adventure', 'Indie', 'Platform']"
"3.2","2","0","0","0","1","0","Jan 19, 1991","['Sport']"
"3.2","2","0","0","0","0","0","TBD","['Platform']"
"3.2","2","0","0","0","0","0","Aug 18, 2013","[]"
"3.2","1","0","0","0","0","0","Feb 13, 2018","['Indie', 'Simulator']"
"3.2","1","0","0","0","1","0","TBD","[]"
"3.2","1","0","1","0","0","0","Dec 21, 2018","['Indie', 'Simulator', 'Strategy']"
"3.2","1","0","3","2","0","0","Apr 06, 2019","['Adventure', 'Indie', 'RPG']"
"3.2","1","0","0","0","0","0","Dec 31, 2016","['Simulator', 'Strategy']"
"3.2","0","0","1","0","0","0","TBD","['Adventure', 'Indie', 'RPG']"
"3.6","17","0","7","9","11","3","May 08, 2015","['Simulator']"
"4.7","3","0","8","8","8","0","Dec 08, 2020","['Adventure', 'Indie', 'RPG', 'Simulator', 'Visual Novel']"
"3.2","0","0","0","0","0","0","Oct 12, 2020","['Adventure', 'Indie', 'Platform', 'Shooter']"
"3.2","0","0","0","1","2","0","TBD","['Adventure', 'Indie']"
"3.2","0","0","0","2","0","0","TBD","['Adventure', 'Indie', 'Simulator', 'Strategy']"
"3.2","2","0","0","0","0","0","TBD","['Adventure']"
"3.2","0","0","0","1","0","0","Aug 30, 2021","['RPG']"
"3.2","0","0","1","0","0","0","Jan 05, 2021","['Adventure', 'Indie', 'Strategy']"
"3.2","1","0","0","0","1","0","Nov 04, 2018","[]"
"3.2","0","0","2","0","0","0","TBD","['Adventure', 'Indie']"
"3.2","0","0","1","0","2","0","Aug 04, 2022","['Indie']"
"3.2","2","0","0","0","1","0","Jun 08, 2022","['Indie']"
"3.2","1","0","0","1","0","0","Dec 31, 1998","[]"
"3.2","1","0","0","0","1","0","Oct 10, 2022","['Arcade', 'Indie', 'Shooter']"
"3.2","0","0","1","2","1","0","TBD","['Adventure', 'Indie', 'RPG']"
"3.2","2","0","3","0","0","0","Sep 18, 2022","['Indie', 'RPG', 'Simulator']"
"3.8","13","4","13","8","5","3","Oct 15, 2022","['RPG', 'Tactical']"
"3.2","1","0","0","0","1","0","Apr 26, 2020","['Arcade']"
"3.2","0","0","0","1","0","0","Jun 03, 2023","['Point-and-Click', 'Visual Novel']"
"3.2","0","0","0","1","1","0","Sep 28, 2016","['Indie', 'Puzzle']"
"3.2","1","0","0","0","0","0","Dec 30, 2016","['Indie']"
"3.2","0","0","1","0","0","0","Jul 16, 2015","['Racing', 'RPG', 'Simulator']"
"3.2","0","0","1","0","1","0","May 03, 2016","['Indie', 'Simulator', 'Sport', 'Strategy']"
"3.2","0","0","1","0","0","0","Aug 08, 1989","['Sport']"
"3.2","0","0","0","1","0","0","Sep 24, 1998","['Simulator']"
"3.2","0","0","1","0","0","0","Dec 31, 1989","['Arcade', 'Shooter']"
"3.2","0","0","0","0","0","0","Sep 28, 2018","['Adventure', 'Indie', 'Racing', 'RPG', 'Simulator', 'Sport', 'Strategy']"
"3.2","0","0","1","0","0","0","Nov 01, 2018","[]"
"3.2","1","0","2","0","0","0","Feb 07, 2020","['Indie']"
"3.2","1","0","0","0","1","0","TBD","['Platform']"
"3.2","2","0","0","1","1","1","May 29, 2021","['Card & Board Game']"
"2.6","19","3","17","13","9","1","Oct 31, 2006","['Adventure']"
"3.2","0","0","1","0","0","0","Jul 28, 2020","['Simulator', 'Strategy']"
"3.2","0","0","0","1","0","0","TBD","['Adventure', 'Indie']"
"3.2","1","0","0","0","0","0","Sep 01, 2021","['Indie', 'Racing', 'Simulator', 'Sport']"
"3.2","0","0","1","0","0","0","Nov 19, 2021","['Simulator', 'Strategy']"
"3.3","26","0","2","2","6","0","Jun 25, 2015","[]"
"3.2","1","0","0","0","0","0","Nov 15, 2005","['Puzzle']"
"3.2","2","0","7","29","3","0","Jul 01, 2023","['Adventure', 'Indie', 'Simulator', 'Strategy']"
"3.2","2","0","0","0","0","0","Aug 11, 2011","['Shooter']"
"3.2","2","0","0","0","0","0","Aug 31, 2022","[]"
"3.2","1","0","0","0","1","0","May 09, 2013","['Adventure', 'MOBA']"
"3.2","0","0","1","0","0","0","Apr 05, 2023","['Indie', 'Simulator']"
"3.2","0","0","0","1","0","0","TBD","[]"
"3.2","1","0","3","0","0","0","Aug 31, 2016","['Adventure', 'Indie', 'Simulator', 'Visual Novel']"
"3.2","0","0","0","1","1","0","Feb 01, 1993","['Strategy']"
"3.2","2","0","0","0","0","0","Jul 25, 2017","['Adventure', 'Indie']"
"3.2","2","0","3","0","0","0","Apr 28, 2015","['Puzzle']"
"3.2","1","0","1","1","0","1","Mar 01, 2018","['Arcade', 'Puzzle', 'Strategy']"
"3.2","0","0","1","2","0","0","TBD","[]"
"3.2","1","0","0","0","0","0","May 04, 2018","['Indie', 'Strategy']"
"3.2","0","0","0","1","0","0","Dec 31, 2020","['Adventure']"
"3.2","0","0","1","0","0","0","Nov 20, 2018","['Simulator']"
"3.2","0","0","0","1","0","0","May 23, 2019","['Adventure', 'Indie']"
"3.2","3","0","0","1","0","0","Sep 17, 2020","['Simulator', 'Strategy']"
"3.2","0","0","1","1","0","0","Jun 13, 2021","['Adventure', 'Indie']"
"3.2","1","0","0","0","0","0","TBD","['Adventure', 'Indie']"
"3.2","1","0","0","0","0","0","TBD","['Arcade']"
"3.2","0","0","2","0","0","0","Oct 03, 2022","['Arcade', 'Indie', 'Sport']"
"3.2","0","0","0","1","0","0","TBD","['RPG', 'Simulator']"
"3.2","1","0","0","0","0","0","TBD","['Strategy']"
"3.2","0","0","2","0","1","0","Aug 03, 2022","['Indie', 'Simulator']"
"3.2","1","1","0","0","0","0","TBD","['RPG', 'Strategy']"
"3.2","0","0","2","0","1","0","Dec 01, 2022","['Indie', 'Simulator']"
"3.2","1","0","0","0","0","0","Nov 15, 2022","['Adventure']"
"3.2","1","0","0","0","0","0","Apr 25, 2023","['Adventure', 'Indie']"
"3.2","0","0","1","1","0","0","Apr 14, 2023","['Indie', 'Visual Novel']"
"3.2","1","0","0","0","0","0","Feb 16, 2023","['Simulator']"
"3.2","1","0","2","0","0","0","Mar 12, 2015","['Fighting', 'Shooter', 'Strategy']"
"3.2","0","0","2","0","0","0","Jun 16, 2017","['Indie']"
"3.2","2","0","1","0","0","0","Nov 25, 2014","['Indie']"
"3.2","0","0","2","0","0","0","TBD","[]"
"3.2","3","0","0","0","1","0","Sep 19, 2017","['Adventure']"
"3.2","1","0","0","0","0","0","Oct 12, 2017","['Adventure', 'RPG']"
"3.2","0","0","0","1","0","0","TBD","[]"
"3.2","1","0","0","0","0","0","Sep 10, 2015","['Puzzle', 'Strategy']"
"3.2","0","1","0","0","1","0","Nov 29, 2001","['Adventure']"
"3.2","2","0","0","0","0","0","TBD","[]"
"2.6","20","0","1","2","3","1","Dec 31, 1994","['Fighting']"
"2.5","3","0","2","1","1","1","Jun 03, 2019","['Adventure', 'Indie', 'Simulator']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.3","25","0","5","2","4","0","Sep 30, 1998","['Music']"
"3.2","0","0","0","0","1","0","TBD","[]"
"3.2","0","0","1","1","0","0","Dec 17, 2014","[]"
"3.5","33","0","3","3","6","6","Mar 19, 2020","['Simulator', 'Visual Novel']"
"3.2","2","0","0","0","0","0","Sep 23, 2021","['Arcade', 'Indie', 'Sport', 'Strategy']"
"3.2","1","0","0","0","0","0","Dec 22, 2020","['Indie', 'Strategy']"
"3.2","1","0","0","0","0","0","Oct 22, 2013","['Strategy']"
"3.2","0","0","0","1","1","0","TBD","['Indie', 'RPG', 'Tactical', 'Turn Based Strategy']"
"3.2","0","0","1","0","2","0","TBD","['Puzzle']"
"3.2","1","0","0","0","2","0","Oct 07, 2021","['Arcade', 'Indie']"
"3.2","1","0","0","0","1","0","TBD","['Indie']"
"3.2","0","0","0","1","0","0","TBD","['Adventure', 'Indie']"
"3.2","1","0","0","0","0","0","Aug 13, 2022","['Indie']"
"3.2","0","0","1","0","1","0","Dec 31, 2008","['Indie', 'Puzzle']"
"3.2","2","0","1","1","3","1","Dec 31, 1982","['Shooter', 'Simulator']"
"3.2","1","0","0","0","0","0","Apr 04, 2023","['Adventure', 'Indie']"
"3.2","1","0","7","14","11","0","Mar 13, 2023","['Adventure', 'Indie', 'RPG']"
"3.2","0","0","0","1","0","0","Dec 31, 1984","['Shooter']"
"3.2","0","0","1","0","0","0","TBD","['Quiz/Trivia']"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","1","0","0","0","0","0","TBD","['Strategy']"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","1","0","3","0","0","0","Nov 17, 2017","['Adventure', 'Indie', 'RPG', 'Simulator', 'Strategy']"
"3.2","7","0","2","3","5","0","May 09, 1997","['Fighting']"
"3.2","1","0","0","0","0","0","May 02, 2018","['Indie']"
"3.2","1","0","0","0","0","0","TBD","[]"
"3.2","1","0","0","0","0","0","Mar 31, 2000","['Simulator', 'Sport', 'Strategy']"
"3.2","2","0","1","5","4","0","Dec 31, 2023","['Adventure', 'Indie', 'Simulator']"
"3.2","0","0","3","0","0","0","Dec 07, 2018","['Indie', 'Puzzle', 'Shooter']"
"3.2","0","0","0","1","0","0","Jan 11, 2019","['Indie']"
"3.2","1","0","0","0","0","0","TBD","['Arcade']"
"3.2","1","0","0","0","0","0","TBD","['Adventure', 'Indie', 'RPG', 'Simulator', 'Strategy']"
"3.2","0","0","0","1","0","0","May 25, 2023","['Adventure', 'RPG', 'Simulator', 'Strategy']"
"3.2","5","0","8","3","8","0","Feb 01, 2000","['Puzzle']"
"3.2","0","0","1","0","0","0","Mar 15, 2021","['Indie', 'RPG', 'Strategy']"
"3.2","0","0","0","0","0","0","TBD","['Simulator']"
"3.2","1","1","0","0","0","0","TBD","['Simulator']"
"3.2","2","0","0","0","0","0","Sep 28, 2022","['Indie']"
"3.2","1","0","1","0","1","0","Dec 21, 2022","['Indie', 'RPG']"
"2.2","4","0","1","0","1","1","Apr 23, 2015","['Adventure', 'Platform']"
"3.2","0","0","1","0","0","0","Oct 15, 1998","['Real Time Strategy', 'Strategy']"
"3.2","0","0","1","0","0","0","TBD","[]"
"3.2","1","2","18","78","22","0","TBD","['Indie', 'Shooter']"
"3.2","2","0","0","0","0","0","Dec 31, 1986","['Arcade']"
"2.3","7","0","0","1","0","0","May 26, 2016","['Simulator', 'Strategy']"
"3.2","1","0","0","1","0","0","Aug 22, 2017","['Adventure', 'Indie']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.2","3","0","0","0","0","0","TBD","['Strategy']"
"3.2","1","0","0","0","0","0","TBD","['Adventure']"
"3.2","0","0","0","0","0","0","Nov 20, 2017","['Adventure', 'Indie', 'RPG', 'Strategy']"
"3.2","1","1","0","0","0","0","Dec 21, 2017","['Indie']"
"3.2","2","0","0","0","0","0","TBD","[]"
"3.2","0","0","1","0","0","0","Sep 12, 2018","['Indie']"
"3.2","0","0","1","0","0","0","Nov 17, 2018","['Adventure', 'Indie']"
"3.2","0","0","0","1","2","0","TBD","['Adventure', 'Indie']"
"3.2","0","0","4","2","3","0","Dec 31, 1993","['Adventure', 'Point-and-Click']"
"3.2","0","1","1","2","1","0","Feb 26, 2020","['Indie', 'Shooter']"
"3.2","0","0","1","0","0","0","Jan 23, 2020","[]"
"3.2","0","0","1","0","0","0","Mar 23, 2021","['Indie']"
"3.2","0","0","2","2","0","0","TBD","['Indie']"
"3.2","4","0","1","1","0","0","TBD","['Adventure']"
"3.2","0","0","1","0","2","0","TBD","['Indie', 'Simulator']"
"3.2","0","0","1","0","2","0","May 18, 2019","['Indie', 'Shooter']"
"3.2","1","0","0","0","0","0","TBD","['Adventure', 'Indie']"
"3.2","0","0","1","0","2","0","Jun 26, 2022","['Adventure']"
"3.2","0","0","0","1","0","0","Feb 21, 2023","['Puzzle']"
"3.2","1","0","0","0","0","0","Dec 01, 2022","['Racing', 'Simulator', 'Sport', 'Strategy']"
"3.2","1","0","0","0","1","0","Mar 25, 2005","['Racing']"
"3.2","2","0","4","3","7","1","Dec 31, 1989","['Arcade', 'Strategy', 'Tactical']"
"3.2","1","0","0","0","2","0","Dec 31, 1986","['Sport']"
"3.2","1","0","0","0","0","0","Jun 01, 1986","[]"
"3.2","2","0","0","0","0","0","TBD","['Music']"
"3.2","0","0","1","0","1","0","Mar 31, 2005","['Shooter']"
"3.2","0","0","0","1","1","0","Dec 31, 2002","['Adventure']"
"3.2","2","0","0","0","0","0","Dec 28, 2017","['Indie', 'Platform']"
"3.2","0","0","2","0","0","0","Dec 29, 2017","['Adventure', 'Indie', 'Puzzle']"
"3.2","0","0","1","2","0","0","Dec 22, 2000","['RPG']"
"3.2","0","0","0","2","0","0","TBD","['Adventure', 'Indie', 'RPG', 'Strategy']"
"3.2","1","0","2","0","0","0","Dec 31, 2002","['Adventure', 'Real Time Strategy', 'Strategy']"
"3.2","2","0","6","3","2","2","Sep 22, 2020","['Adventure', 'Indie']"
"3.2","1","0","0","0","0","0","Nov 11, 2020","['Adventure', 'Arcade', 'Puzzle']"
"3.2","0","0","2","0","0","0","Dec 11, 2020","['Adventure', 'Indie']"
"3.2","3","0","0","0","0","0","Oct 18, 2021","['Adventure']"
"3.2","4","0","5","2","2","1","Feb 11, 2014","['Adventure', 'Shooter']"
"3.2","0","0","1","0","0","0","Jan 18, 2022","[]"
"3.2","1","0","0","0","0","0","Apr 02, 2023","['Indie', 'Simulator']"
"2.7","3","0","1","3","10","1","Feb 08, 2022","['Adventure', 'Platform']"
"3.2","1","0","0","0","0","0","Mar 02, 2013","[]"
"3.2","0","0","1","0","0","0","Sep 30, 2022","['Platform']"
"3.2","1","0","0","0","1","0","Nov 24, 2022","['Platform', 'Strategy']"
"3.2","1","0","0","0","0","0","Apr 17, 2012","[]"
"3.2","1","0","0","0","0","0","Feb 09, 2023","['Simulator', 'Strategy']"
