"Rating","Plays","Playing","Backlogs","Wishlist","Lists","Reviews","Release_Date","Genres"
"3.2","263","2","69","16","47","22","Jan 29, 2015","['Adventure', 'Indie', 'Music', 'Platform', 'Shooter']"
"4.0","6","1","17","30","8","2","May 30, 2023","['Adventure', 'Fighting', 'Indie', 'Point-and-Click']"
"3.3","440","1","15","3","35","18","Oct 02, 2012","['Simulator', 'Sport', 'Strategy']"
"2.8","935","4","78","12","68","43","May 01, 2012","['Indie', 'MOBA', 'Platform', 'Strategy']"
"3.7","321","6","28","9","22","19","Dec 09, 2013","['Indie', 'Puzzle', 'Strategy']"
"4.1","1.1K","20","432","98","180","107","Dec 10, 2019","['Adventure', 'Indie', 'Platform']"
"3.8","1.1K","35","363","264","207","59","Aug 27, 2015","['Adventure', 'Arcade', 'Indie', 'Point-and-Click', 'Puzzle']"
"3.1","1.2K","44","445","292","131","49","Nov 22, 2011","['Adventure', 'Indie', 'Puzzle', 'RPG', 'Visual Novel']"
"3.2","846","4","238","82","103","32","Dec 22, 2010","['Adventure', 'Point-and-Click', 'Puzzle']"
"3.6","1.3K","12","148","37","133","43","Mar 01, 2016","['Fighting']"
"2.8","1.4K","28","357","139","167","66","Nov 23, 2012","['RPG', 'Strategy', 'Tactical']"
"2.0","749","5","265","103","134","49","Dec 06, 2016","['Adventure', 'Brawler', 'Shooter']"
"4.2","654","16","437","262","218","13","Nov 30, 1998","['Adventure', 'Simulator']"
"3.5","555","8","291","64","112","31","May 31, 1996","['Shooter']"
"3.7","1.2K","14","148","98","189","61","Nov 18, 2004","['Brawler', 'Fighting']"
"3.2","1","0","49","440","73","0","Dec 31, 2024","['RPG']"
"3.2","0","0","0","0","0","0","TBD","[]"
"3.4","4","0","3","2","3","2","Dec 06, 2022","[]"
"4.0","1.4K","137","325","240","181","96","Sep 01, 2020","['RPG', 'Simulator', 'Strategy']"
"4.4","1.5K","49","310","123","223","82","Apr 21, 2017","['Adventure', 'RPG']"
"3.2","0","0","15","36","14","0","Oct 03, 2023","['Adventure', 'RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"3.3","917","10","245","87","151","29","Nov 15, 1995","['Adventure', 'Platform', 'Quiz/Trivia', 'Shooter']"
"3.1","596","56","131","81","58","73","Feb 08, 2021","['Indie', 'Puzzle', 'Simulator', 'Strategy', 'Visual Novel']"
"3.8","1.1K","11","167","69","185","31","Apr 28, 2001","['Racing', 'Simulator']"
"3.2","403","18","213","81","110","42","Feb 20, 2020","['Adventure', 'Indie', 'Point-and-Click', 'Puzzle', 'RPG', 'Simulator', 'Strategy', 'Visual Novel']"
"2.3","388","4","70","24","35","22","Feb 22, 2019","['Adventure', 'Indie', 'Strategy']"
"2.5","594","6","114","66","75","39","Oct 21, 2014","['Adventure', 'Brawler', 'Fighting']"
"3.2","704","5","470","97","141","40","Mar 24, 2011","['Adventure', 'Indie', 'Point-and-Click', 'RPG']"
"3.1","702","0","29","22","50","22","Dec 04, 2003","['Fighting']"
"2.5","743","3","106","45","109","36","Jan 13, 2005","['Card & Board Game', 'Quiz/Trivia']"
"3.3","1.1K","33","125","52","73","48","Sep 12, 2013","['Shooter', 'Simulator', 'Strategy', 'Tactical']"
"4.4","538","36","701","66","126","27","Jun 22, 2000","['Adventure', 'RPG', 'Shooter']"
"4.0","665","42","807","357","243","26","Apr 27, 2000","['RPG']"
"4.3","1.1K","36","348","121","174","48","Nov 30, 2006","['Adventure', 'RPG']"
"3.7","1.4K","58","160","167","125","67","Jul 19, 2018","['Arcade', 'Music']"
"2.1","1.1K","3","97","29","89","42","May 14, 2002","['RPG']"
"3.3","834","3","61","38","60","37","Nov 03, 2009","['Music']"
"3.4","653","18","179","69","142","61","Jun 28, 2016","['Adventure', 'Shooter']"
"4.1","1.1K","14","237","98","87","34","Feb 28, 2002","['Adventure', 'Platform', 'Puzzle', 'RPG']"
"3.6","598","6","52","32","74","17","Oct 22, 2009","['Racing', 'Simulator', 'Sport']"
"3.9","765","66","905","274","191","39","Mar 21, 2018","['RPG', 'Simulator', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"3.4","821","11","248","26","78","27","Dec 07, 2015","['Racing', 'Simulator', 'Sport']"
"3.3","535","38","363","195","161","50","Mar 08, 2018","['Adventure', 'Brawler', 'RPG']"
"3.1","840","8","218","57","64","27","Sep 08, 2009","['Adventure', 'Platform']"
"2.9","1.2K","4","156","60","96","45","Mar 04, 2008","['Shooter', 'Tactical']"
"2.7","773","4","81","40","110","34","May 20, 2012","['Sport']"
"3.9","1.1K","36","456","48","130","19","Mar 24, 2015","['RPG', 'Shooter']"
"3.2","0","1","1","15","7","0","TBD","['Adventure', 'Indie']"
"3.3","989","20","135","45","80","44","Aug 23, 2016","['Strategy', 'Turn Based Strategy']"
"3.9","875","21","208","80","107","59","Apr 02, 2015","['Adventure', 'RPG']"
"3.5","783","2","36","15","61","14","Nov 11, 2005","['Fighting', 'Sport']"
"3.7","315","55","165","159","108","40","Jun 16, 2020","['Simulator', 'Strategy']"
"3.3","1K","8","369","222","264","51","Dec 31, 1991","['Adventure', 'Platform', 'Puzzle']"
"3.4","745","2","145","51","87","27","Jan 08, 1988","['Arcade', 'Platform', 'Shooter']"
"3.7","783","2","122","85","192","36","Aug 01, 1993","['Arcade', 'Racing', 'Sport']"
"3.3","1.4K","2","55","38","68","36","Apr 05, 2007","['Fighting', 'RPG']"
"3.8","773","40","388","237","119","48","Nov 14, 2017","['Adventure', 'Shooter', 'Strategy']"
"3.7","798","18","460","160","183","23","Oct 25, 2007","['RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"3.4","753","6","121","67","95","18","Sep 20, 2005","['Brawler', 'RPG']"
"3.7","1K","11","217","119","128","28","Sep 12, 2003","['RPG', 'Simulator']"
"3.5","1.5K","6","140","50","158","75","May 10, 1999","['Platform']"
"2.5","828","2","67","42","65","16","Apr 30, 1999","['Adventure']"
"2.8","916","3","60","24","144","38","Jun 30, 1982","['Arcade', 'Platform']"
"3.2","978","26","480","94","147","44","Oct 15, 2012","['Shooter']"
"3.7","753","32","458","95","127","44","Dec 09, 2015","['Adventure', 'Indie', 'RPG', 'Strategy', 'Turn Based Strategy']"
"3.4","789","8","185","56","53","16","Oct 28, 2008","['Real Time Strategy', 'Simulator', 'Strategy']"
"2.6","967","0","9","5","42","64","Mar 17, 2016","['Simulator']"
"2.6","773","4","70","33","68","37","Jun 24, 2015","['Brawler', 'Fighting']"
"3.7","225","6","94","33","24","4","Sep 25, 2013","['Adventure', 'RPG']"
"3.8","664","13","34","17","50","31","Mar 03, 2008","['Racing']"
"3.1","948","8","74","44","57","52","Nov 22, 2010","['Card & Board Game', 'Indie', 'Sport', 'Tactical', 'Turn Based Strategy']"
"2.2","522","3","25","4","37","19","Sep 15, 2017","['Simulator', 'Sport']"
"3.2","0","0","6","20","13","0","TBD","['Adventure']"
"3.8","1.2K","101","628","301","287","80","Dec 20, 2018","['Adventure', 'RPG']"
"3.7","619","16","440","233","204","54","Jun 27, 1997","['Platform', 'Puzzle']"
"3.0","1.1K","14","286","27","105","28","Apr 24, 2013","['Adventure', 'Indie', 'Puzzle', 'Strategy']"
"3.1","745","2","86","49","127","26","Jul 25, 1995","['Arcade', 'Fighting']"
"2.4","1.4K","7","59","9","57","30","Jan 25, 2011","['Adventure', 'RPG']"
"2.9","820","3","68","40","61","23","Nov 09, 2004","['Simulator', 'Strategy']"
"2.8","981","5","164","78","132","33","Nov 01, 1992","['Adventure']"
"3.9","1.2K","29","161","24","63","33","Apr 09, 2013","['Real Time Strategy', 'Strategy']"
"3.5","846","13","200","71","193","49","Dec 31, 1990","['Adventure', 'Brawler', 'Fighting', 'RPG']"
"3.1","1.1K","6","160","23","72","33","Jan 22, 2014","['Indie', 'Shooter', 'Strategy', 'Tactical']"
"3.2","0","0","5","52","26","0","TBD","['Adventure']"
"3.0","751","0","134","152","147","42","Jan 30, 2013","['Adventure', 'Indie']"
"3.5","641","27","287","236","136","56","Apr 25, 2008","['Adventure', 'Visual Novel']"
"3.8","366","23","165","136","60","40","Oct 03, 2019","['Adventure', 'Visual Novel']"
"3.3","459","14","551","78","140","18","Dec 04, 2018","['Adventure', 'RPG', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"1.9","669","0","30","27","24","49","Sep 30, 2019","['Adventure', 'Indie', 'RPG']"
"2.7","7","0","1","3","2","0","Jun 07, 2023","['Adventure', 'Simulator']"
"3.8","1.2K","15","155","92","190","28","Dec 11, 1999","['Racing', 'Simulator']"
"3.1","1.5K","23","177","74","150","58","Jul 30, 2015","['Simulator']"
"3.2","1.2K","11","181","145","117","35","Aug 07, 2002","['Platform', 'Shooter']"
"3.0","867","5","118","67","116","35","Feb 25, 2002","['Platform']"
"3.7","1.2K","29","803","157","364","110","May 29, 2018","['Adventure', 'Arcade', 'Indie', 'Pinball', 'Platform', 'Puzzle']"
"3.2","1K","0","86","42","116","32","Jul 31, 1999","['Racing']"
"3.2","896","6","57","14","64","52","Dec 20, 2007","['Indie', 'Shooter']"
"3.1","1K","3","35","18","54","21","Nov 06, 2008","['Fighting', 'Sport']"
"3.9","1.2K","14","214","63","58","25","Mar 16, 2010","['RPG', 'Strategy']"
"3.1","815","12","525","190","113","36","Oct 28, 2010","['RPG']"
"4.1","769","21","109","17","70","50","Aug 09, 2010","['Puzzle', 'Real Time Strategy', 'Simulator', 'Strategy', 'Tactical']"
"3.1","625","3","199","63","147","34","Mar 12, 1991","['Adventure', 'RPG']"
"4.1","691","19","323","126","150","46","Mar 28, 2003","['RPG']"
"4.2","851","40","292","67","154","58","Sep 12, 2017","['Adventure', 'Platform']"
"3.2","1K","18","531","109","324","86","Oct 09, 2019","['Adventure']"
"3.4","978","9","91","47","105","58","Nov 01, 2009","['Adventure', 'Platform', 'Puzzle']"
"3.8","474","46","402","131","138","16","Jul 05, 2012","['Adventure', 'RPG']"
"2.7","324","16","348","287","148","42","Jul 10, 2020","['Adventure']"
"4.4","896","22","254","111","104","66","Jun 14, 2018","['Adventure', 'Visual Novel']"
"2.9","565","7","218","81","69","18","Feb 03, 2015","['Adventure', 'Brawler', 'Indie', 'Platform', 'RPG']"
"3.2","2","0","27","179","42","1","Dec 31, 2024","['Adventure', 'Indie', 'Platform', 'RPG']"
"1.9","581","1","50","23","44","18","Dec 31, 1991","['Platform']"
"3.3","573","2","214","85","140","37","Jan 26, 2017","['Adventure', 'Indie', 'Puzzle']"
"2.3","1.9K","0","71","13","90","63","Nov 04, 2010","['Adventure', 'Sport']"
"3.3","746","1","80","58","137","29","Jul 30, 1996","['Fighting', 'Shooter']"
"3.9","1.6K","33","220","202","221","111","Oct 24, 2018","['Arcade', 'Fighting', 'Indie', 'Sport']"
"3.1","1.2K","15","136","32","121","107","Jun 27, 2018","['Indie', 'Simulator', 'Strategy']"
"3.1","738","4","62","30","66","10","Nov 19, 2007","['Shooter']"
"3.8","694","4","301","168","207","49","Aug 05, 1993","['Platform', 'Shooter']"
"3.1","739","4","123","51","124","21","Mar 31, 1998","['Racing', 'Sport']"
"2.8","1K","6","63","23","102","46","Apr 16, 2006","['Puzzle', 'Quiz/Trivia']"
"3.3","782","3","54","39","86","23","Jul 08, 2009","['Shooter']"
"3.7","801","4","112","53","114","9","Nov 22, 1996","['Real Time Strategy', 'Strategy']"
"3.3","1.3K","7","60","58","95","52","Nov 02, 2010","['Fighting']"
"3.5","783","49","246","72","138","51","Oct 05, 2011","['Platform', 'Puzzle']"
"2.6","746","5","57","9","32","42","Apr 04, 2011","['Adventure', 'Brawler', 'Indie', 'RPG']"
"3.7","817","30","164","154","135","99","May 28, 2019","['Adventure', 'Puzzle']"
"2.8","503","16","140","86","85","44","Jul 25, 2019","['Adventure', 'Arcade', 'Fighting']"
"4.0","672","1","22","11","48","19","Sep 07, 2010","['RPG']"
"3.8","338","2","202","117","149","54","Feb 04, 2020","['Adventure', 'Indie']"
"3.7","658","43","250","140","78","40","Jul 30, 2019","['Indie', 'Simulator', 'Strategy']"
"3.2","490","8","150","47","111","35","Apr 20, 1989","['Adventure', 'Puzzle', 'Strategy']"
"2.8","1.1K","22","28","9","45","41","Mar 24, 2011","['Adventure', 'Card & Board Game', 'Strategy', 'Turn Based Strategy']"
"4.1","440","47","271","135","81","45","Feb 05, 2021","['Adventure', 'Brawler', 'RPG']"
"1.2","515","0","44","50","81","59","Dec 01, 1982","['Adventure', 'Strategy']"
"3.7","381","11","399","228","163","21","Apr 28, 1998","['Adventure', 'Point-and-Click', 'Puzzle']"
"3.6","1.8K","10","41","48","99","56","Oct 17, 2019","['Indie', 'Puzzle', 'Quiz/Trivia', 'Strategy']"
"3.7","1.1K","29","675","200","262","69","Aug 21, 2018","['Adventure', 'Brawler', 'Fighting', 'Indie', 'Platform']"
"2.4","1.8K","4","24","9","59","93","Aug 01, 2000","['Point-and-Click', 'RPG']"
"3.5","677","16","390","335","217","40","Dec 16, 1999","['Adventure', 'Music']"
"3.8","1K","27","197","104","157","46","Apr 24, 2014","['Music', 'RPG']"
"4.0","718","14","293","125","175","67","Sep 13, 2001","['Arcade', 'Simulator']"
"2.0","2.1K","0","15","18","82","60","Nov 01, 2008","['Indie', 'Sport']"
"2.9","1.3K","2","73","49","75","51","Jun 16, 2009","['Brawler', 'Fighting', 'RPG', 'Sport']"
"3.9","1K","12","121","41","78","37","Apr 15, 2013","['Adventure']"
"2.8","851","13","132","21","86","47","Aug 22, 2017","['Shooter']"
"2.8","567","32","631","262","246","81","Oct 28, 1994","['RPG']"
"2.6","1.1K","6","268","96","226","120","Aug 07, 1995","['Adventure', 'Platform']"
"3.6","1.8K","30","168","55","153","117","Feb 23, 2016","['Shooter']"
"3.4","416","3","61","32","59","22","Oct 11, 2005","['Racing', 'Sport']"
"3.6","569","7","313","155","139","26","Mar 07, 2002","['Adventure']"
"4.3","121","25","216","131","64","13","Oct 10, 2019","['Adventure', 'Puzzle', 'RPG']"
"2.1","589","2","75","39","53","40","Nov 21, 2002","['Platform']"
"3.7","170","2","148","95","89","10","Mar 19, 2008","['Shooter']"
"3.5","591","5","81","45","100","21","Jan 04, 2001","['Platform', 'Puzzle', 'Strategy']"
"3.8","162","1","87","79","56","26","Jan 01, 2010","['Adventure']"
"3.8","94","3","39","35","38","16","Aug 24, 2015","['Indie']"
"3.0","895","14","187","123","196","73","May 14, 1998","['Adventure', 'Arcade', 'Fighting']"
"2.5","446","1","31","22","33","17","Apr 11, 2003","['Fighting']"
"3.2","900","15","191","63","94","30","Oct 11, 2005","['Indie', 'Shooter']"
"3.2","670","1","58","4","58","21","Sep 29, 2015","['Sport']"
"3.0","728","0","18","7","30","8","Oct 02, 2008","['Sport']"
"3.4","1.4K","59","565","61","228","106","May 15, 2018","['Arcade', 'Indie', 'Racing', 'Sport']"
"3.3","1.3K","16","247","89","133","56","Mar 14, 2006","['Adventure', 'Platform']"
"3.7","808","32","373","176","159","18","Jan 30, 2003","['RPG', 'Strategy', 'Tactical']"
"2.3","1.1K","4","129","53","168","55","Dec 14, 1991","['Puzzle', 'Strategy']"
"4.0","647","7","133","127","159","29","Apr 16, 1998","['Arcade', 'Fighting', 'Sport']"
"1.9","1K","0","60","23","77","45","May 09, 2003","['Adventure']"
"3.0","1.4K","3","73","46","82","40","Feb 23, 2012","['Fighting']"
"3.7","491","37","674","459","242","31","Jun 28, 2001","['RPG']"
"3.2","964","3","48","48","69","31","Jul 29, 2004","['Fighting']"
"2.9","769","2","119","55","52","15","Aug 24, 2010","['Brawler', 'Indie']"
"3.9","763","6","65","56","68","27","Jul 23, 2015","['Arcade', 'Fighting']"
"3.5","477","27","36","38","45","36","Dec 12, 2018","['Shooter', 'Simulator', 'Strategy']"
"3.9","561","50","466","110","98","35","Dec 14, 2017","['Adventure', 'RPG']"
"4.5","372","13","99","74","40","25","Aug 17, 2007","[]"
"4.0","440","17","469","121","100","24","Apr 19, 2016","['Adventure', 'Indie', 'RPG', 'Strategy', 'Tactical']"
"3.4","595","10","282","80","125","28","Sep 09, 2015","['Adventure', 'Platform']"
"3.1","722","27","139","84","97","32","May 22, 2018","['RPG', 'Simulator']"
"2.8","533","4","331","40","126","49","Sep 20, 2016","['Adventure', 'Indie']"
"3.0","184","17","502","109","138","23","Feb 28, 2018","['Adventure', 'Indie', 'Puzzle', 'RPG']"
"2.6","714","5","91","12","41","34","Jun 05, 2018","['Indie', 'Shooter']"
"3.4","129","5","107","23","27","10","Mar 31, 1996","['RPG', 'Shooter']"
"3.4","61","1","114","94","53","7","Sep 22, 2013","['RPG']"
"3.2","1.1K","3","25","7","48","26","Dec 07, 2010","['RPG']"
"3.8","256","8","182","104","81","32","Apr 22, 2015","['Adventure', 'Indie', 'Platform']"
"4.2","282","4","169","149","154","19","Apr 17, 2002","['Arcade', 'Shooter']"
"3.2","0","0","3","20","16","0","Dec 31, 2023","['Adventure', 'Indie', 'Platform', 'Sport']"
"1.1","1.4K","12","65","67","68","139","Apr 01, 2014","['Simulator', 'Strategy']"
"3.2","1.7K","6","85","21","105","78","Oct 17, 2012","['Platform', 'Puzzle']"
"2.6","1K","3","182","96","94","32","Oct 10, 2006","['Adventure', 'Platform']"
"3.1","1.1K","6","170","59","103","24","Nov 14, 2010","['Adventure', 'Platform', 'Puzzle']"
"2.9","1.7K","99","49","15","62","71","Jun 26, 2019","['Card & Board Game', 'Strategy', 'Tactical', 'Turn Based Strategy']"
"2.4","722","4","41","7","35","34","Nov 02, 2011","['Adventure', 'Indie', 'Platform']"
"3.5","804","53","496","171","164","88","Jun 20, 2019","['Adventure', 'Indie', 'Shooter']"
"3.8","751","7","220","91","187","38","Aug 12, 1994","['Adventure', 'Arcade', 'Shooter']"
"3.9","935","14","127","80","93","19","Aug 25, 2015","['Arcade', 'Fighting']"
"3.3","783","6","64","30","91","35","May 19, 2010","['Arcade', 'Racing']"
"4.2","355","22","506","295","203","21","Feb 19, 2004","['RPG']"
"2.9","487","1","67","6","53","24","Aug 04, 2014","['Adventure', 'Indie', 'Platform', 'Shooter']"
"4.0","889","42","641","292","317","123","Sep 27, 2018","['Adventure', 'Indie', 'Music', 'Platform', 'Real Time Strategy']"
"3.3","346","1","27","17","108","25","Jul 01, 1980","['Arcade', 'Shooter']"
"3.4","560","10","198","15","60","12","Aug 26, 2011","['Real Time Strategy', 'Simulator', 'Strategy']"
"3.0","1.1K","9","48","18","33","60","Aug 16, 2016","['Arcade', 'Card & Board Game', 'Puzzle', 'Strategy']"
"3.3","386","13","155","67","43","23","Mar 02, 2018","['Adventure', 'Indie', 'RPG', 'Simulator', 'Strategy', 'Turn Based Strategy']"
"3.2","0","0","15","58","25","0","Sep 30, 2023","['Adventure']"
"3.0","511","20","277","219","97","49","Oct 29, 2019","['Adventure', 'Indie']"
"3.5","193","0","49","1","20","11","Dec 16, 2013","['Adventure']"
"3.6","356","8","174","76","114","38","May 30, 1997","['Shooter', 'Simulator']"
"3.2","1","0","0","1","3","1","Apr 15, 2016","[]"
"3.0","361","2","73","31","49","14","Aug 19, 2014","['Arcade', 'Indie']"
"3.2","482","7","57","23","56","15","Nov 22, 2013","['Racing', 'Simulator', 'Sport']"
"3.3","1.5K","51","331","82","115","59","Oct 12, 2010","['RPG', 'Shooter']"
"3.3","1.7K","2","93","50","163","61","Nov 15, 2011","['Sport']"
"3.6","1.4K","20","43","20","94","93","May 29, 2017","['Fighting', 'Platform']"
"4.1","1.3K","5","117","74","189","84","Mar 20, 2006","['Puzzle']"
"3.1","791","7","164","56","211","47","May 29, 1985","['Adventure', 'Arcade', 'Shooter']"
"2.4","1.4K","1","76","28","137","72","Oct 19, 2008","['Music']"
"3.2","1.4K","59","333","213","122","80","Feb 05, 2019","['Adventure', 'Indie', 'Simulator']"
"3.4","519","7","102","63","92","28","Jan 14, 2003","['Fighting']"
"2.7","756","8","62","39","66","26","Sep 20, 2005","['Fighting']"
"3.6","737","7","494","260","160","16","Nov 18, 2004","['Brawler', 'Fighting', 'Platform']"
"3.3","935","1","84","67","126","10","Feb 14, 1991","['Platform', 'Puzzle', 'Strategy']"
"3.7","717","16","181","52","83","19","Oct 09, 2014","['Arcade', 'Fighting']"
"3.3","571","16","224","161","133","49","May 21, 2019","['Adventure', 'Indie', 'Puzzle', 'Simulator']"
"3.9","688","16","49","51","72","24","Aug 30, 2012","['Music']"
"3.7","191","56","155","221","62","28","Oct 17, 2022","['Simulator', 'Strategy']"
"3.7","703","6","223","44","107","25","Sep 12, 2006","['Real Time Strategy', 'Strategy']"
"3.5","850","7","94","68","97","38","Feb 17, 2015","['Fighting']"
"3.6","421","34","49","20","37","60","Jul 23, 2019","['Simulator']"
"3.1","752","10","251","101","135","33","May 22, 2001","['Adventure', 'Shooter']"
"2.9","874","7","274","27","122","31","Apr 07, 1999","['Shooter']"
"4.1","367","25","492","348","229","17","Oct 05, 2000","['Adventure', 'RPG']"
"3.6","529","36","161","58","98","28","Apr 02, 2015","['Shooter']"
"3.1","543","0","39","17","45","19","Mar 29, 2011","['Fighting', 'Shooter', 'Sport']"
"3.5","409","4","65","23","56","9","Sep 25, 2008","['Racing']"
"2.9","996","12","118","23","54","75","Dec 28, 2017","[]"
"3.5","804","0","127","56","91","55","Oct 08, 2009","['Adventure', 'Platform']"
